machine,idle_power,breakdown_start,breakdown_end
8,8,1622,1641
8,8,1801,1802
8,8,1904,1921
8,8,1937,1938
8,8,2286,2302
8,8,2361,2364
8,8,2399,2400
8,8,2553,2571
8,8,2862,2863
8,8,2873,2873
8,8,3409,3420
8,8,3666,3669
8,8,3857,3870
8,8,4026,4026
8,8,4081,4092
8,8,4484,4485
9,1,58,67
9,1,280,282
9,1,489,489
9,1,687,690
9,1,707,707
9,1,737,740
9,1,864,868
9,1,1089,1101
9,1,1221,1225
9,1,1265,1280
9,1,1454,1478
9,1,1610,1637
9,1,2282,2285
9,1,2454,2457
9,1,2540,2552
9,1,2599,2623
9,1,2657,2663
9,1,2824,2838
9,1,2943,2954
9,1,3211,3216
9,1,3224,3239
9,1,3242,3243
9,1,3313,3331
9,1,3474,3491
9,1,3928,3935
9,1,3953,3966
9,1,4696,4718
9,1,4781,4787
10,2,15,23
10,2,536,537
10,2,593,602
10,2,603,610
10,2,610,617
10,2,627,627
10,2,868,872
10,2,1385,1399
10,2,1822,1842
10,2,2307,2311
10,2,2712,2744
10,2,3636,3656
10,2,3908,3914
10,2,4809,4821
11,6,121,121
11,6,169,192
11,6,415,420
11,6,754,769
11,6,1349,1358
11,6,1531,1532
11,6,1728,1740
11,6,2562,2563
11,6,2808,2813
11,6,2967,3003
11,6,3031,3039
11,6,3673,3675
11,6,3743,3757
11,6,4211,4229
11,6,4652,4654
11,6,4685,4748
11,6,4777,4779
11,6,4905,4930
11,6,4943,4952
12,4,82,85
12,4,122,128
12,4,422,429
12,4,691,700
12,4,752,760
12,4,921,938
12,4,991,1002
12,4,1044,1045
12,4,1367,1370
12,4,1663,1665
12,4,1820,1820
12,4,2494,2501
12,4,2533,2542
12,4,2699,2702
12,4,2705,2705
12,4,2782,2788
12,4,2790,2795
12,4,3007,3012
12,4,3252,3255
12,4,3832,3834
12,4,3880,3897
12,4,4156,4162
12,4,4178,4183
12,4,4196,4201
12,4,4358,4365
12,4,4421,4430
12,4,4445,4448
12,4,4668,4680
12,4,4972,4974
13,2,187,190
13,2,214,215
13,2,223,259
13,2,433,434
13,2,789,793
13,2,2140,2141
13,2,2339,2344
13,2,2589,2592
13,2,2879,2880
13,2,3023,3026
13,2,3127,3129
13,2,3363,3369
13,2,3433,3456
13,2,3832,3848
13,2,3964,3971
13,2,4244,4247
13,2,4617,4618
13,2,4753,4753
13,2,4818,4850
14,9,308,315
14,9,374,395
14,9,492,496
14,9,641,645
14,9,646,651
14,9,1073,1083
14,9,1097,1101
14,9,1559,1559
14,9,1639,1644
14,9,1758,1765
14,9,1866,1877
14,9,1884,1886
14,9,1957,1965
14,9,2148,2149
14,9,2209,2210
14,9,2593,2602
14,9,2715,2736
14,9,2745,2750
14,9,3423,3431
14,9,3569,3570
14,9,4326,4327
14,9,4448,4450
14,9,4761,4795
