kind,task,machine_selectable,process_time,power
2,9,"(13, 10, 0, 11, 8, 2, 1, 14, 6, 12, 9, 5, 3)","(3, 4, 16, 9, 19, 20, 17, 1, 16, 10, 9, 12, 19)","(173, 59, 18, 115, 110, 142, 21, 40, 148, 200, 64, 160, 20)"
3,0,"(5, 13, 1, 9, 12, 7, 6, 10)","(3, 1, 6, 16, 2, 20, 14, 10)","(197, 175, 43, 198, 110, 133, 68, 106)"
3,1,"(6, 13, 4, 5, 9, 7)","(13, 19, 13, 7, 6, 16)","(172, 34, 24, 102, 180, 148)"
3,2,"(13, 6, 2, 10, 11, 7, 1)","(13, 3, 9, 13, 2, 13, 12)","(70, 160, 166, 109, 50, 114, 116)"
3,3,"(0, 5, 9, 3, 11, 14, 8, 13, 4, 2, 1, 6, 7, 10)","(2, 4, 8, 11, 18, 15, 3, 9, 15, 4, 3, 14, 8, 3)","(129, 21, 13, 159, 173, 86, 17, 34, 96, 113, 193, 12, 59, 89)"
3,4,"(5, 4, 0, 11, 8, 2, 14, 10, 9, 12, 3, 7, 1, 6)","(19, 4, 4, 17, 3, 2, 3, 5, 11, 16, 12, 9, 3, 20)","(192, 117, 191, 89, 153, 84, 41, 132, 26, 172, 103, 183, 31, 127)"
3,5,"(10, 4, 8, 7)","(5, 6, 10, 6)","(33, 44, 172, 45)"
3,6,"(14, 2, 11, 10, 1, 0, 4, 5, 8, 12, 9, 6, 3)","(3, 8, 19, 11, 20, 20, 16, 2, 5, 2, 1, 11, 13)","(167, 94, 48, 183, 196, 99, 146, 18, 134, 118, 27, 191, 99)"
3,7,"(14, 0, 12, 13)","(12, 4, 9, 10)","(81, 56, 160, 181)"
3,8,"(4,)","(12,)","(158,)"
3,9,"(3, 10, 0, 14, 13, 1, 6, 11, 8, 12, 4, 5, 2, 7)","(18, 3, 13, 19, 8, 13, 6, 12, 7, 5, 15, 12, 4, 6)","(105, 171, 193, 58, 184, 89, 114, 81, 124, 114, 124, 188, 111, 96)"
4,0,"(4, 2, 10)","(20, 16, 4)","(41, 150, 96)"
4,1,"(11, 9, 4, 13, 14, 2)","(10, 16, 1, 19, 14, 19)","(92, 59, 61, 47, 113, 68)"
4,2,"(1, 13, 3, 11, 7, 14, 8, 2, 4, 6, 5)","(5, 19, 14, 5, 20, 14, 3, 12, 19, 9, 4)","(147, 54, 170, 111, 32, 176, 125, 174, 153, 155, 48)"
4,3,"(3, 6, 10, 7, 9, 1, 2)","(20, 4, 12, 20, 9, 5, 20)","(125, 21, 117, 174, 159, 172, 161)"
4,4,"(6, 1, 12, 11, 2, 8, 9, 13, 5, 3, 7, 4, 0)","(10, 6, 7, 11, 4, 5, 14, 12, 8, 14, 17, 4, 19)","(13, 32, 194, 199, 47, 16, 187, 38, 177, 129, 120, 31, 96)"
4,5,"(2, 7, 6, 10, 8)","(8, 19, 1, 4, 16)","(132, 153, 184, 116, 129)"
4,6,"(0, 6, 1, 3, 11, 12, 9, 7, 5)","(7, 13, 1, 4, 13, 18, 9, 6, 3)","(185, 87, 192, 58, 72, 149, 58, 187, 18)"
4,7,"(13, 3, 5, 0, 6, 7, 9, 2, 11, 12, 14, 8)","(4, 5, 10, 17, 2, 5, 11, 2, 4, 3, 15, 5)","(96, 115, 177, 174, 195, 22, 151, 29, 93, 195, 192, 168)"
