kind,task,machine_selectable,process_time,power
2,6,"(8, 14, 4, 10, 5, 12)","(14, 8, 9, 8, 12, 19)","(50, 143, 176, 158, 186, 60)"
2,7,"(1, 4, 5, 7, 10, 14, 3, 2)","(8, 16, 12, 14, 19, 3, 2, 9)","(118, 194, 137, 66, 114, 48, 157, 136)"
2,8,"(12, 6, 11, 1, 4, 2, 3, 10)","(15, 5, 5, 19, 10, 15, 17, 6)","(28, 106, 111, 171, 30, 68, 160, 35)"
3,0,"(14, 5, 11, 2, 8, 4, 13, 6, 7)","(11, 10, 16, 20, 1, 3, 15, 18, 6)","(58, 154, 97, 177, 28, 183, 49, 63, 47)"
3,1,"(6, 0, 2, 10, 9, 11, 3, 7, 4)","(2, 18, 3, 11, 16, 13, 19, 19, 11)","(54, 82, 20, 63, 137, 180, 180, 184, 11)"
3,2,"(0, 7, 1, 5)","(15, 12, 8, 12)","(180, 138, 166, 194)"
3,3,"(5, 0, 3, 9, 4, 14, 8)","(4, 13, 5, 10, 20, 5, 5)","(126, 126, 186, 107, 51, 35, 179)"
3,4,"(14,)","(19,)","(186,)"
3,5,"(6, 9, 3, 4, 5, 2, 1, 13, 12, 0, 7, 8, 14)","(1, 8, 12, 20, 19, 17, 11, 11, 1, 5, 19, 6, 10)","(92, 64, 72, 124, 170, 90, 147, 131, 187, 147, 176, 52, 124)"
3,6,"(11, 0, 7, 6)","(6, 15, 16, 5)","(98, 61, 77, 13)"
4,0,"(10, 2, 5, 11, 13, 9, 7, 6, 12)","(14, 20, 8, 6, 2, 20, 19, 6, 14)","(175, 180, 131, 180, 198, 193, 36, 169, 41)"
4,1,"(14, 0, 4, 7, 9, 12, 13, 10, 3, 8)","(9, 20, 8, 8, 20, 6, 7, 14, 5, 9)","(37, 54, 75, 84, 123, 136, 21, 59, 25, 130)"
4,2,"(4, 12, 7, 3, 2, 11, 8, 0)","(17, 7, 8, 19, 18, 19, 20, 20)","(105, 113, 62, 161, 143, 152, 126, 27)"
4,3,"(5, 9, 7, 12, 4, 8, 3)","(16, 9, 2, 14, 11, 4, 14)","(112, 32, 137, 151, 28, 171, 122)"
4,4,"(5, 14, 10, 3, 11, 13, 9, 12)","(16, 4, 14, 14, 19, 15, 15, 20)","(67, 166, 159, 178, 48, 125, 138, 108)"
4,5,"(10, 9, 5, 1, 12)","(16, 20, 4, 10, 2)","(93, 175, 70, 25, 180)"
4,6,"(0, 8, 13, 6, 4, 14, 5, 11, 3, 9, 1, 12, 7)","(3, 10, 9, 2, 5, 15, 8, 2, 6, 9, 8, 6, 13)","(124, 138, 75, 105, 56, 85, 23, 91, 39, 20, 187, 48, 130)"
4,7,"(12, 1, 0, 2, 10, 9, 14, 6, 5, 11, 7, 8, 13)","(7, 18, 11, 17, 14, 5, 4, 16, 16, 5, 13, 5, 5)","(147, 100, 178, 104, 194, 147, 89, 172, 134, 29, 16, 75, 144)"
4,8,"(0, 11, 3, 1)","(1, 7, 12, 6)","(124, 155, 57, 51)"
5,0,"(5, 14, 8, 7)","(10, 6, 4, 17)","(148, 120, 172, 141)"
5,1,"(12, 7, 0, 8, 14, 1, 5, 6, 10, 2, 4, 11)","(4, 13, 15, 3, 15, 1, 14, 15, 4, 15, 8, 3)","(69, 135, 106, 146, 180, 150, 37, 101, 135, 41, 168, 20)"
5,2,"(0, 5, 11, 3, 13)","(9, 14, 3, 16, 6)","(137, 193, 175, 139, 109)"
5,3,"(1, 4, 7, 8, 5, 9, 2, 13, 12, 14, 11, 6, 0)","(17, 17, 4, 9, 16, 18, 12, 9, 3, 19, 12, 16, 15)","(146, 43, 114, 46, 121, 178, 54, 41, 155, 99, 195, 114, 58)"
5,4,"(1, 5, 11, 6, 2, 14, 9, 7)","(8, 11, 4, 19, 6, 13, 2, 7)","(187, 111, 165, 32, 164, 11, 77, 173)"
6,0,"(0, 6, 3, 13, 12)","(20, 1, 2, 7, 3)","(107, 124, 40, 158, 32)"
6,1,"(2, 5, 14, 8, 12, 11)","(10, 17, 20, 7, 5, 1)","(57, 149, 88, 80, 103, 115)"
6,2,"(0, 3)","(1, 5)","(66, 100)"
6,3,"(2, 9, 13, 1, 7, 3, 5, 4, 6)","(17, 17, 10, 2, 12, 13, 6, 1, 1)","(32, 37, 161, 84, 169, 173, 148, 153, 125)"
6,4,"(3, 6, 14, 12, 4, 10, 7, 11, 8, 13, 9, 1, 0, 5, 2)","(14, 20, 11, 7, 3, 1, 8, 13, 7, 4, 3, 7, 17, 10, 2)","(158, 154, 164, 200, 196, 188, 178, 172, 77, 139, 164, 13, 161, 175, 122)"
6,5,"(12, 14, 8, 0, 10, 9, 1, 5, 2, 4, 11)","(18, 6, 3, 18, 3, 6, 9, 18, 15, 4, 1)","(189, 114, 192, 54, 82, 65, 16, 193, 116, 46, 192)"
6,6,"(12, 7)","(11, 1)","(143, 131)"
6,7,"(6, 7, 4, 8, 12, 9)","(1, 5, 7, 15, 13, 16)","(154, 191, 113, 198, 134, 169)"
6,8,"(5, 9, 2, 7, 11, 3, 14, 13)","(15, 9, 18, 10, 6, 10, 6, 15)","(196, 183, 51, 166, 146, 14, 162, 77)"
7,0,"(13, 8, 11, 0, 5, 10, 1, 6, 7, 4)","(2, 19, 12, 15, 7, 20, 11, 15, 19, 5)","(98, 49, 40, 51, 37, 32, 125, 192, 143, 158)"
7,1,"(3, 10)","(8, 9)","(128, 195)"
7,2,"(6, 4, 11, 1, 10, 5)","(12, 9, 7, 7, 19, 20)","(44, 146, 41, 148, 122, 99)"
7,3,"(0, 10, 1, 7, 6, 5, 8, 12, 14, 11, 9)","(3, 8, 17, 8, 11, 9, 19, 5, 2, 20, 6)","(89, 127, 100, 108, 76, 78, 155, 61, 102, 138, 34)"
7,4,"(11, 13, 10, 14, 0, 2, 3, 4, 8, 7, 5)","(10, 4, 11, 15, 5, 6, 7, 12, 9, 6, 19)","(147, 192, 113, 36, 196, 37, 142, 14, 26, 155, 78)"
8,0,"(10, 13, 1, 0)","(8, 9, 2, 19)","(154, 80, 71, 88)"
8,1,"(12, 6, 7)","(20, 11, 17)","(68, 54, 187)"
8,2,"(12, 1, 6, 11, 9, 0, 5, 13, 2, 7)","(1, 11, 5, 4, 14, 8, 19, 10, 12, 10)","(27, 162, 162, 111, 26, 193, 163, 152, 153, 149)"
8,3,"(0, 4, 1, 8, 14, 7, 9, 3, 11, 10, 2, 13, 12, 6)","(4, 16, 8, 12, 19, 13, 16, 13, 10, 19, 5, 11, 18, 13)","(76, 65, 156, 123, 180, 197, 21, 39, 197, 86, 48, 18, 129, 170)"
8,4,"(3, 8, 14, 6)","(7, 17, 13, 2)","(133, 34, 108, 110)"
8,5,"(8, 10, 1, 12, 4, 13, 11, 5, 3, 7, 6, 9, 0, 14, 2)","(8, 8, 19, 17, 17, 20, 19, 16, 1, 14, 7, 3, 1, 4, 16)","(82, 187, 45, 116, 18, 56, 162, 185, 71, 21, 178, 143, 80, 121, 91)"
