kind,task,machine_selectable,process_time,power
1,6,"(9, 6, 5, 7, 4, 3, 13, 8)","(11, 19, 6, 14, 16, 2, 6, 16)","(78, 128, 111, 131, 127, 35, 14, 113)"
2,0,"(3,)","(9,)","(37,)"
2,1,"(8, 3, 9, 5, 14, 10, 4, 13, 0, 2, 6, 11, 7, 1, 12)","(10, 16, 10, 4, 1, 4, 14, 5, 9, 19, 10, 3, 9, 9, 8)","(146, 156, 52, 147, 124, 64, 170, 159, 166, 78, 114, 27, 29, 18, 181)"
2,2,"(6, 9, 14, 0)","(14, 12, 8, 20)","(146, 104, 102, 19)"
2,3,"(0, 13, 3, 8, 5, 10, 4, 14, 2, 9)","(14, 16, 8, 18, 19, 20, 1, 3, 7, 17)","(151, 64, 36, 55, 48, 43, 146, 72, 146, 103)"
2,4,"(2, 13, 11)","(16, 8, 1)","(181, 107, 164)"
2,5,"(5, 13, 4)","(12, 7, 12)","(65, 170, 196)"
2,6,"(0,)","(1,)","(178,)"
2,7,"(12, 11, 0, 7, 8, 5, 2, 10)","(8, 6, 14, 1, 10, 9, 3, 16)","(187, 25, 16, 132, 139, 122, 161, 108)"
3,0,"(14, 4, 8, 9)","(20, 5, 2, 6)","(117, 166, 169, 48)"
3,1,"(1, 7, 6, 4)","(10, 20, 4, 20)","(146, 64, 184, 93)"
3,2,"(6, 3, 12, 8, 13, 14, 11, 4, 9, 1, 5)","(14, 13, 19, 20, 9, 3, 7, 9, 5, 7, 20)","(53, 153, 101, 15, 20, 65, 80, 162, 103, 162, 107)"
3,3,"(5, 12, 2, 8, 7, 1)","(5, 9, 4, 16, 16, 18)","(99, 108, 191, 78, 91, 158)"
3,4,"(0, 8, 12, 7, 3, 2, 11, 10, 1)","(13, 5, 9, 14, 10, 10, 18, 6, 10)","(184, 56, 80, 118, 146, 73, 28, 122, 177)"
3,5,"(2, 10, 14, 3, 0, 11)","(10, 8, 17, 15, 8, 19)","(85, 140, 72, 122, 116, 160)"
3,6,"(4, 2, 5, 12, 8, 1, 6)","(3, 5, 12, 10, 1, 19, 8)","(84, 198, 190, 156, 133, 91, 109)"
4,0,"(6, 7, 10)","(20, 12, 3)","(117, 156, 191)"
4,1,"(0, 12, 8, 7, 9, 14, 1, 4, 10, 13)","(19, 17, 2, 7, 17, 20, 15, 10, 16, 18)","(155, 88, 162, 54, 28, 98, 115, 24, 18, 158)"
4,2,"(9, 11, 14, 10, 2, 12)","(14, 19, 16, 14, 20, 19)","(173, 92, 23, 127, 155, 78)"
4,3,"(9, 13, 6, 7)","(16, 6, 11, 8)","(15, 172, 94, 73)"
4,4,"(8, 11, 13, 10)","(4, 2, 17, 9)","(131, 54, 71, 78)"
4,5,"(2, 10, 7, 13, 0, 14, 3, 11, 4, 12, 8, 9, 5)","(13, 8, 7, 12, 6, 2, 13, 8, 13, 1, 9, 9, 6)","(75, 101, 171, 138, 30, 186, 78, 84, 60, 140, 102, 108, 60)"
4,6,"(3, 0, 6, 14, 1, 8, 2, 10, 7, 11, 5, 4, 12)","(13, 5, 2, 20, 12, 14, 12, 11, 15, 16, 6, 7, 2)","(200, 73, 130, 92, 110, 185, 83, 24, 117, 36, 27, 56, 174)"
5,0,"(4, 8, 7, 12, 1, 14, 0, 5, 3, 6, 13, 11, 9)","(4, 4, 8, 2, 7, 17, 3, 12, 9, 19, 19, 4, 9)","(67, 95, 129, 194, 104, 42, 97, 74, 143, 122, 68, 129, 21)"
5,1,"(5, 9, 7, 11, 6, 8, 1, 2, 13, 10)","(4, 1, 16, 10, 15, 20, 7, 2, 9, 18)","(121, 15, 138, 148, 128, 154, 134, 69, 58, 87)"
5,2,"(4, 10, 3)","(20, 18, 6)","(63, 195, 128)"
5,3,"(6, 8, 4, 12, 3, 1, 14, 2)","(19, 5, 20, 5, 10, 15, 12, 18)","(117, 197, 125, 168, 160, 29, 66, 175)"
5,4,"(12, 6, 10, 11, 0, 9, 1)","(2, 15, 20, 15, 19, 4, 10)","(88, 24, 176, 108, 37, 185, 61)"
6,0,"(5,)","(5,)","(30,)"
6,1,"(2, 5, 0)","(11, 9, 17)","(93, 188, 145)"
6,2,"(4, 7, 3, 14, 1)","(7, 18, 4, 14, 17)","(159, 60, 100, 126, 111)"
6,3,"(4, 2, 11, 14, 13, 8, 10, 6, 3, 12, 7, 5, 0, 1)","(16, 10, 6, 15, 3, 12, 3, 14, 12, 3, 2, 12, 10, 5)","(177, 41, 99, 86, 125, 64, 99, 156, 98, 128, 199, 114, 14, 167)"
6,4,"(8, 1, 3, 4, 6)","(19, 18, 4, 2, 5)","(186, 89, 133, 184, 75)"
6,5,"(5, 1, 11, 13, 3, 12, 7, 14, 10, 0, 8)","(5, 17, 20, 4, 18, 19, 14, 18, 10, 9, 10)","(154, 87, 159, 65, 185, 119, 172, 58, 185, 180, 30)"
6,6,"(12, 5, 11, 9)","(6, 1, 20, 11)","(48, 155, 119, 52)"
6,7,"(1, 5, 9, 6, 4, 0, 11, 12, 7, 2, 14, 8, 13, 3, 10)","(6, 9, 12, 13, 19, 8, 16, 2, 18, 20, 16, 8, 16, 19, 17)","(174, 199, 195, 49, 15, 165, 157, 120, 182, 154, 95, 143, 104, 87, 185)"
7,0,"(1, 5, 10, 0, 12, 6, 9, 8, 2, 13, 11, 14, 3, 4, 7)","(2, 12, 12, 15, 6, 2, 9, 1, 1, 7, 14, 20, 20, 18, 3)","(185, 160, 193, 19, 133, 115, 52, 181, 11, 31, 26, 167, 16, 165, 121)"
7,1,"(13, 7, 5, 3, 2, 12)","(17, 15, 13, 2, 2, 3)","(180, 56, 18, 193, 52, 109)"
7,2,"(5,)","(13,)","(70,)"
7,3,"(11, 10)","(5, 10)","(16, 23)"
7,4,"(13, 9, 0, 12, 11, 3, 2, 7, 6, 8, 10, 4, 14, 1)","(17, 11, 2, 7, 10, 13, 10, 18, 19, 2, 16, 3, 15, 20)","(26, 66, 159, 63, 133, 155, 146, 168, 186, 191, 110, 113, 70, 30)"
7,5,"(2, 13, 0, 5)","(4, 5, 18, 15)","(42, 178, 51, 77)"
