machine,idle_power,breakdown_start,breakdown_end
5,3,1044,1045
5,3,1199,1231
5,3,1356,1384
5,3,1813,1822
5,3,1880,1887
5,3,2441,2474
5,3,2934,2940
5,3,2981,2990
5,3,3045,3052
5,3,4118,4129
5,3,4347,4360
5,3,4606,4611
5,3,4740,4756
6,9,236,241
6,9,838,843
6,9,901,916
6,9,1323,1323
6,9,1385,1397
6,9,1902,1913
6,9,2207,2209
6,9,2490,2509
6,9,2527,2532
6,9,2665,2683
6,9,3098,3103
6,9,3271,3271
6,9,3352,3354
6,9,3406,3412
6,9,3717,3717
6,9,4092,4101
6,9,4510,4515
6,9,4641,4646
7,2,231,239
7,2,244,247
7,2,405,415
7,2,489,493
7,2,928,930
7,2,944,953
7,2,978,983
7,2,1378,1397
7,2,1510,1510
7,2,1530,1576
7,2,1635,1635
7,2,1828,1847
7,2,1916,1921
7,2,1940,1947
7,2,1971,1984
7,2,2315,2327
7,2,2530,2545
7,2,2637,2646
7,2,2648,2682
7,2,2843,2846
7,2,3168,3184
7,2,3351,3353
7,2,4281,4311
7,2,4568,4595
7,2,4652,4656
7,2,4983,4983
8,4,84,96
8,4,257,259
8,4,326,335
8,4,622,627
8,4,799,800
8,4,1034,1036
8,4,1216,1243
8,4,1282,1284
8,4,1285,1307
8,4,2145,2151
8,4,2414,2418
8,4,2420,2422
8,4,2658,2664
8,4,3052,3058
8,4,3150,3194
8,4,3412,3420
8,4,3978,3978
8,4,3985,3986
8,4,4071,4073
8,4,4382,4390
8,4,4412,4414
8,4,4824,4825
8,4,4977,4979
9,7,666,666
9,7,721,726
9,7,1321,1322
9,7,1425,1438
9,7,1539,1548
9,7,1654,1708
9,7,1865,1869
9,7,1931,1952
9,7,2036,2038
9,7,2045,2047
9,7,2331,2341
9,7,2814,2825
9,7,3322,3323
9,7,3396,3404
9,7,3526,3572
9,7,3577,3607
9,7,3790,3795
9,7,3821,3823
9,7,4305,4305
9,7,4690,4710
9,7,4777,4781
9,7,4891,4891
10,6,129,138
10,6,690,697
10,6,739,768
10,6,1027,1031
10,6,1035,1096
10,6,1169,1176
10,6,1574,1576
10,6,1605,1612
10,6,1712,1728
10,6,2039,2068
10,6,2149,2185
10,6,2334,2338
10,6,2607,2614
10,6,2657,2669
10,6,2851,2851
10,6,3214,3214
10,6,3227,3227
10,6,3468,3469
10,6,3667,3685
10,6,3969,3976
10,6,3989,3992
11,7,186,186
11,7,186,193
11,7,734,738
11,7,815,818
11,7,1257,1269
11,7,1566,1588
11,7,1918,1924
11,7,1949,1955
11,7,2042,2046
11,7,2191,2196
11,7,2203,2204
11,7,2207,2215
11,7,2528,2536
11,7,2626,2630
11,7,3029,3029
11,7,3231,3232
11,7,3395,3397
11,7,3510,3514
11,7,3650,3678
11,7,4234,4238
11,7,4344,4358
11,7,4506,4513
12,9,9,12
12,9,80,90
12,9,491,496
12,9,893,920
12,9,1144,1157
12,9,1245,1247
12,9,1271,1293
12,9,1334,1340
12,9,1738,1748
12,9,2298,2324
12,9,2460,2462
12,9,2495,2507
12,9,2626,2628
12,9,2837,2842
12,9,2848,2849
12,9,3422,3424
12,9,3581,3582
12,9,3783,3800
12,9,3906,3920
12,9,3928,3928
12,9,4074,4078
12,9,4116,4130
12,9,4722,4728
12,9,4806,4807
12,9,4933,4960
13,6,79,85
13,6,379,387
13,6,420,420
13,6,468,486
13,6,799,801
13,6,914,915
13,6,947,947
13,6,953,960
13,6,974,975
13,6,996,1007
13,6,1098,1132
13,6,1390,1390
13,6,1400,1418
13,6,1570,1583
13,6,1757,1762
13,6,1948,1962
13,6,2225,2232
13,6,2239,2242
13,6,2641,2641
13,6,2651,2675
13,6,2755,2755
13,6,3093,3097
13,6,3126,3137
13,6,3610,3614
13,6,3863,3876
13,6,3900,3912
13,6,3997,3997
13,6,4091,4105
13,6,4349,4356
13,6,4375,4393
13,6,4483,4497
13,6,4597,4639
13,6,4822,4825
13,6,4907,4914
14,7,56,57
14,7,136,141
14,7,554,566
14,7,689,691
14,7,1016,1023
14,7,1078,1079
14,7,1542,1559
14,7,1932,1951
14,7,2037,2047
14,7,2082,2084
14,7,2113,2145
14,7,2213,2224
14,7,2366,2369
14,7,2580,2582
14,7,2660,2660
14,7,2776,2785
14,7,2968,2981
14,7,3147,3154
14,7,3249,3259
14,7,3440,3450
14,7,4097,4112
14,7,4174,4181
14,7,4251,4251
14,7,4320,4332
14,7,4649,4649
14,7,4818,4821
14,7,4914,4938
14,7,4953,4966
