machine,idle_power,breakdown_start,breakdown_end
12,2,4920,4921
13,7,120,121
13,7,273,274
13,7,716,726
13,7,742,742
13,7,758,763
13,7,1535,1536
13,7,1656,1663
13,7,1793,1804
13,7,1850,1857
13,7,1988,1990
13,7,2083,2095
13,7,2103,2120
13,7,2315,2319
13,7,2385,2401
13,7,2478,2481
13,7,2526,2530
13,7,2861,2865
13,7,3240,3302
13,7,3417,3426
13,7,3665,3671
13,7,4200,4203
13,7,4331,4336
13,7,4363,4370
13,7,4431,4444
14,9,224,231
14,9,440,444
14,9,677,682
14,9,839,851
14,9,876,883
14,9,1330,1336
14,9,1424,1431
14,9,1456,1470
14,9,1555,1562
14,9,1653,1654
14,9,2041,2041
14,9,2058,2069
14,9,2116,2124
14,9,2252,2255
14,9,2380,2389
14,9,2519,2519
14,9,2565,2589
14,9,2755,2759
14,9,2860,2873
14,9,3204,3205
14,9,3301,3309
14,9,3681,3692
14,9,4043,4057
14,9,4067,4075
15,2,13,14
15,2,306,324
15,2,688,695
15,2,1146,1148
15,2,1501,1518
15,2,2091,2091
15,2,2453,2455
15,2,2959,2964
15,2,3074,3123
15,2,3406,3417
15,2,3596,3597
15,2,3879,3888
15,2,4701,4711
15,2,4755,4780
16,3,75,107
16,3,495,508
16,3,570,575
16,3,627,638
16,3,736,750
16,3,1156,1159
16,3,1203,1206
16,3,1414,1415
16,3,1459,1459
16,3,1510,1510
16,3,1565,1575
16,3,2087,2088
16,3,2291,2295
16,3,2341,2345
16,3,2416,2419
16,3,2471,2478
16,3,2615,2616
16,3,2780,2781
16,3,2807,2808
16,3,3045,3058
16,3,3167,3174
16,3,3262,3276
16,3,3628,3644
16,3,3937,3967
16,3,4432,4439
16,3,4491,4518
16,3,4956,4968
17,4,61,62
17,4,193,202
17,4,244,252
17,4,289,307
17,4,439,446
17,4,609,614
17,4,809,818
17,4,958,971
17,4,2003,2012
17,4,2208,2213
17,4,2220,2225
17,4,2332,2332
17,4,3132,3141
17,4,3342,3351
17,4,3383,3386
17,4,3485,3500
17,4,3659,3665
17,4,3818,3836
17,4,3997,4002
17,4,4124,4124
17,4,4656,4663
17,4,4824,4828
18,5,180,192
18,5,217,217
18,5,217,218
18,5,611,614
18,5,1062,1082
18,5,1496,1516
18,5,1523,1539
18,5,1801,1807
18,5,1978,1998
18,5,2068,2091
18,5,2209,2216
18,5,2234,2246
18,5,2482,2485
18,5,2603,2617
18,5,2811,2827
18,5,2852,2853
18,5,2972,2987
18,5,3050,3055
18,5,3261,3275
18,5,3587,3595
18,5,3608,3611
18,5,3891,3897
18,5,4001,4001
18,5,4094,4100
18,5,4201,4205
19,2,98,100
19,2,144,150
19,2,153,154
19,2,361,364
19,2,367,368
19,2,651,655
19,2,748,754
19,2,812,814
19,2,1176,1197
19,2,1244,1254
19,2,1367,1367
19,2,1534,1537
19,2,2017,2021
19,2,2116,2151
19,2,2377,2377
19,2,2785,2796
19,2,3076,3141
19,2,3228,3233
19,2,3255,3269
19,2,3347,3352
19,2,3424,3424
19,2,3799,3804
19,2,3876,3881
19,2,4057,4061
19,2,4074,4083
19,2,4223,4232
19,2,4456,4467
19,2,4682,4691
