machine,idle_power,breakdown_start,breakdown_end
9,5,3036,3040
9,5,3068,3072
9,5,3296,3333
9,5,3520,3521
9,5,4478,4481
9,5,4728,4733
10,4,116,116
10,4,1697,1702
10,4,1721,1785
10,4,1907,1914
10,4,1994,1996
10,4,2321,2343
10,4,2921,2942
10,4,3171,3201
10,4,3467,3493
10,4,3530,3532
10,4,3835,3839
10,4,4358,4359
10,4,4504,4522
10,4,4589,4611
10,4,4763,4768
10,4,4880,4880
11,8,897,905
11,8,1160,1160
11,8,1249,1255
11,8,1735,1759
11,8,2222,2232
11,8,2746,2762
11,8,2890,2918
11,8,2963,2971
11,8,3553,3561
11,8,3815,3827
11,8,3932,3939
11,8,4523,4543
11,8,4608,4640
11,8,4643,4662
11,8,4834,4868
12,2,21,26
12,2,34,47
12,2,312,312
12,2,445,448
12,2,763,779
12,2,962,981
12,2,1007,1010
12,2,1025,1048
12,2,1480,1495
12,2,1671,1672
12,2,2140,2164
12,2,2635,2648
12,2,2654,2664
12,2,2749,2765
12,2,2847,2847
12,2,2972,2986
12,2,3094,3094
12,2,3135,3163
12,2,3246,3247
12,2,3283,3314
12,2,3516,3516
12,2,3520,3521
12,2,3779,3784
12,2,4104,4136
12,2,4581,4586
12,2,4688,4690
12,2,4723,4731
13,4,41,42
13,4,72,77
13,4,82,111
13,4,432,432
13,4,882,899
13,4,909,913
13,4,1141,1151
13,4,1199,1201
13,4,1212,1224
13,4,1417,1420
13,4,1513,1518
13,4,1562,1562
13,4,1571,1580
13,4,1856,1863
13,4,1982,1990
13,4,2533,2534
13,4,2541,2542
13,4,2666,2682
13,4,2747,2754
13,4,2963,2988
13,4,3116,3145
13,4,3564,3569
13,4,3657,3662
13,4,3819,3827
13,4,4127,4166
13,4,4288,4300
13,4,4317,4323
13,4,4700,4702
13,4,4874,4875
13,4,4877,4907
14,3,36,68
14,3,191,196
14,3,417,430
14,3,440,459
14,3,741,747
14,3,846,849
14,3,1020,1035
14,3,1105,1110
14,3,1133,1134
14,3,1545,1552
14,3,1939,1957
14,3,2073,2085
14,3,2225,2250
14,3,2254,2255
14,3,2420,2420
14,3,2428,2434
14,3,2478,2502
14,3,2805,2816
14,3,3206,3209
14,3,3388,3429
14,3,3528,3542
14,3,3549,3555
14,3,3804,3814
14,3,3836,3854
14,3,4197,4198
14,3,4253,4256
14,3,4507,4523
14,3,4680,4698
14,3,4836,4837
14,3,4948,4967
