kind,task,machine_selectable,process_time,power
2,7,"(2, 7, 8, 14, 4, 6, 1)","(5, 20, 15, 17, 16, 16, 19)","(141, 103, 189, 186, 79, 38, 34)"
3,0,"(14, 10)","(16, 10)","(151, 164)"
3,1,"(4, 7, 13, 6, 2, 8, 0, 5, 9, 11, 1)","(13, 4, 10, 9, 2, 16, 12, 8, 11, 12, 20)","(140, 116, 105, 130, 187, 130, 161, 186, 200, 107, 72)"
3,2,"(4, 13, 14, 6, 5, 2, 11, 12, 10, 0, 9, 8, 1)","(16, 5, 15, 4, 13, 13, 2, 19, 17, 6, 20, 9, 20)","(146, 15, 63, 124, 130, 86, 127, 170, 134, 137, 91, 162, 174)"
3,3,"(14, 2, 10, 7, 4, 1, 8, 0)","(11, 3, 10, 12, 19, 14, 5, 4)","(90, 121, 168, 73, 51, 124, 79, 98)"
3,4,"(10, 5, 1, 8, 9, 13, 3, 11, 2, 4, 0, 7)","(2, 17, 17, 10, 5, 18, 2, 14, 4, 16, 14, 12)","(54, 124, 53, 149, 34, 23, 199, 107, 16, 16, 96, 111)"
3,5,"(0,)","(3,)","(133,)"
3,6,"(7, 6, 14, 9, 2, 8, 10)","(7, 15, 11, 11, 20, 7, 3)","(48, 61, 200, 72, 199, 141, 110)"
3,7,"(5, 3, 14, 9, 8, 2, 11, 7, 0, 6, 1, 10, 13, 4, 12)","(18, 6, 20, 9, 18, 10, 13, 1, 14, 3, 13, 8, 19, 6, 20)","(185, 191, 179, 168, 141, 108, 50, 107, 160, 44, 175, 105, 139, 154, 51)"
4,0,"(12, 2, 10, 8, 5, 14, 4, 3, 0, 1, 9, 6, 7, 11)","(13, 9, 8, 12, 16, 10, 16, 1, 19, 1, 1, 13, 13, 13)","(130, 113, 39, 186, 72, 11, 14, 150, 24, 42, 75, 120, 40, 81)"
4,1,"(5, 13, 9, 8, 1, 10, 3)","(13, 1, 3, 2, 14, 10, 19)","(30, 59, 199, 77, 32, 188, 47)"
4,2,"(9, 5)","(9, 2)","(51, 130)"
4,3,"(0, 7, 4, 5, 10, 14)","(10, 20, 6, 2, 4, 15)","(177, 192, 131, 133, 186, 183)"
4,4,"(12, 11, 14)","(12, 4, 15)","(68, 34, 14)"
5,0,"(2, 6, 9, 4, 11, 14, 13, 10, 8, 1, 5, 12, 7, 0)","(10, 18, 18, 20, 18, 4, 19, 8, 11, 1, 6, 14, 19, 9)","(105, 188, 41, 11, 118, 47, 26, 43, 53, 26, 111, 69, 154, 140)"
5,1,"(3, 6)","(17, 15)","(32, 170)"
5,2,"(13, 7, 5, 10, 6, 4, 12, 11)","(4, 5, 16, 3, 1, 4, 4, 15)","(16, 164, 142, 133, 186, 160, 185, 96)"
5,3,"(8, 12, 10, 9, 0, 1, 5, 14, 3)","(3, 12, 8, 16, 16, 17, 2, 8, 12)","(59, 47, 142, 51, 140, 33, 186, 31, 94)"
5,4,"(10, 14, 5, 12, 2, 3, 1, 8, 7, 0, 11, 4, 13, 9)","(1, 4, 6, 3, 11, 9, 17, 11, 17, 19, 16, 17, 16, 13)","(128, 165, 45, 16, 102, 184, 57, 70, 170, 106, 19, 140, 65, 45)"
5,5,"(12, 1, 13)","(17, 12, 17)","(32, 142, 140)"
5,6,"(5, 13, 3, 9, 0, 2, 8, 11, 14, 6)","(7, 9, 8, 5, 7, 6, 10, 9, 7, 1)","(90, 72, 22, 153, 47, 62, 158, 62, 89, 174)"
5,7,"(13, 12, 4, 6, 1, 10, 0, 2)","(1, 18, 5, 5, 10, 3, 6, 11)","(46, 48, 28, 130, 124, 171, 22, 87)"
5,8,"(9, 0, 13, 4)","(19, 5, 3, 12)","(108, 18, 193, 68)"
6,0,"(10, 14, 1, 5, 8, 4, 11, 0)","(4, 20, 12, 5, 5, 14, 6, 4)","(36, 63, 194, 121, 113, 139, 107, 189)"
6,1,"(0, 8, 9, 11, 4, 2)","(14, 20, 20, 5, 8, 1)","(83, 10, 125, 164, 136, 163)"
6,2,"(12, 10, 11, 14, 2, 8, 3, 5, 0, 4, 13)","(10, 14, 3, 20, 7, 5, 4, 20, 16, 15, 10)","(81, 185, 148, 200, 167, 116, 167, 25, 183, 31, 192)"
6,3,"(0, 12, 10, 14, 5, 3, 4, 6, 1, 13, 7)","(11, 4, 10, 8, 18, 10, 4, 18, 12, 8, 20)","(125, 63, 19, 188, 94, 187, 184, 171, 86, 12, 27)"
6,4,"(4, 8, 3, 6, 12, 10, 14, 0, 13, 7, 5, 1, 9, 11, 2)","(12, 12, 14, 19, 5, 2, 14, 2, 10, 10, 4, 16, 19, 8, 17)","(133, 171, 32, 182, 160, 62, 185, 142, 158, 51, 10, 115, 59, 89, 172)"
6,5,"(9, 8, 6, 14, 5, 7, 12, 4, 10, 3, 0)","(10, 6, 1, 14, 17, 14, 7, 2, 3, 5, 2)","(87, 48, 118, 135, 166, 156, 91, 12, 31, 165, 15)"
7,0,"(4, 5, 1, 8, 13, 2, 3, 12)","(3, 17, 8, 18, 19, 11, 2, 17)","(30, 53, 68, 46, 142, 175, 152, 58)"
7,1,"(3, 4, 14, 5, 0)","(1, 4, 20, 12, 2)","(130, 95, 111, 114, 174)"
7,2,"(11, 7, 1, 8, 12)","(4, 7, 14, 11, 12)","(18, 194, 199, 167, 104)"
7,3,"(12,)","(2,)","(127,)"
7,4,"(5,)","(3,)","(81,)"
7,5,"(7, 9, 8, 1, 3, 0)","(14, 16, 10, 4, 12, 6)","(193, 160, 124, 185, 196, 141)"
7,6,"(11,)","(13,)","(36,)"
8,0,"(6, 10, 7, 3, 14, 2, 1, 5, 13, 9)","(14, 1, 4, 9, 14, 2, 6, 8, 7, 17)","(59, 116, 167, 199, 151, 167, 178, 98, 85, 26)"
8,1,"(6, 0, 3, 14, 2, 10, 1, 9, 7, 13, 8, 12, 4)","(13, 8, 5, 1, 1, 5, 9, 4, 11, 5, 7, 16, 4)","(152, 173, 103, 116, 84, 27, 93, 42, 60, 117, 17, 100, 52)"
8,2,"(13, 2, 5, 3, 0, 8, 14, 4, 10, 11, 1, 9, 7, 6)","(20, 9, 8, 10, 7, 2, 5, 15, 18, 14, 1, 18, 1, 20)","(166, 121, 107, 198, 156, 64, 169, 168, 31, 152, 142, 93, 34, 80)"
8,3,"(0, 14, 11, 13, 12, 4, 2, 7, 6, 1, 8, 9, 5, 10)","(15, 17, 20, 17, 19, 8, 8, 4, 12, 16, 14, 2, 8, 8)","(104, 43, 75, 173, 195, 55, 163, 26, 40, 90, 85, 51, 155, 195)"
8,4,"(5, 12, 10, 0, 2, 1, 8, 3, 6)","(17, 9, 20, 15, 17, 7, 12, 11, 3)","(130, 58, 44, 55, 141, 36, 109, 147, 132)"
8,5,"(10, 5, 7, 14, 12, 2, 4, 8, 6, 13, 0, 11, 3)","(12, 14, 20, 5, 11, 2, 9, 19, 18, 6, 19, 12, 3)","(31, 10, 79, 124, 84, 195, 63, 92, 152, 96, 50, 135, 41)"
8,6,"(12, 3, 13, 8, 10, 5, 1, 7, 2, 11, 4, 6, 14)","(6, 17, 6, 2, 15, 4, 7, 2, 6, 9, 11, 16, 8)","(118, 115, 34, 81, 150, 14, 67, 52, 97, 184, 136, 76, 62)"
9,0,"(7, 3, 0, 14, 13, 1, 11, 9, 4, 10, 8, 2, 5, 6)","(2, 7, 6, 11, 2, 15, 12, 19, 14, 17, 7, 10, 18, 13)","(139, 94, 30, 38, 14, 24, 155, 65, 153, 65, 188, 154, 87, 62)"
9,1,"(0, 10, 8, 1, 9)","(2, 4, 3, 14, 19)","(114, 77, 26, 94, 161)"
9,2,"(1, 0, 14, 12, 3, 4)","(16, 12, 10, 2, 1, 3)","(42, 163, 139, 195, 42, 73)"
9,3,"(2,)","(13,)","(199,)"
9,4,"(0, 13, 8, 9, 3, 2, 5, 1, 4, 10)","(8, 4, 12, 12, 5, 17, 5, 16, 6, 10)","(133, 125, 145, 21, 112, 164, 133, 94, 12, 74)"
9,5,"(4, 3)","(2, 7)","(184, 168)"
9,6,"(12, 14, 6, 0, 3, 5, 9, 8, 1, 7)","(11, 10, 18, 16, 12, 3, 9, 8, 8, 17)","(185, 66, 65, 41, 117, 167, 157, 156, 62, 89)"
9,7,"(2, 1, 12, 14, 5, 0, 10, 7)","(11, 4, 9, 19, 4, 8, 6, 17)","(97, 41, 53, 109, 148, 63, 12, 90)"
9,8,"(11, 2, 8, 0, 6, 4, 13, 5, 10, 3, 9, 7)","(10, 13, 20, 4, 13, 10, 5, 12, 4, 1, 8, 3)","(131, 160, 142, 103, 32, 178, 72, 197, 141, 146, 87, 131)"
9,9,"(8, 1, 2, 14, 13, 12, 10, 7, 4, 5, 3, 6, 9)","(10, 4, 20, 12, 1, 9, 3, 2, 9, 9, 6, 14, 12)","(90, 145, 153, 57, 54, 54, 136, 193, 38, 57, 67, 40, 156)"
10,0,"(6, 7, 8, 3, 12, 1, 0, 14, 4, 11, 2, 5, 10)","(16, 2, 9, 13, 10, 3, 15, 11, 10, 11, 3, 7, 8)","(133, 107, 101, 69, 197, 112, 93, 133, 69, 35, 129, 31, 81)"
10,1,"(9,)","(16,)","(134,)"
10,2,"(0, 6, 14)","(19, 10, 15)","(108, 134, 43)"
10,3,"(14, 8, 10, 12, 4, 11, 0, 3, 1, 9, 5)","(6, 12, 17, 19, 14, 1, 1, 15, 17, 2, 9)","(75, 20, 185, 117, 119, 160, 178, 193, 200, 108, 30)"
10,4,"(7, 11, 14, 8)","(15, 17, 4, 5)","(138, 41, 133, 56)"
10,5,"(8, 13, 3)","(2, 7, 20)","(183, 70, 193)"
10,6,"(0, 7, 8, 14, 9, 4, 11, 6, 13, 3, 5, 1, 12, 2, 10)","(17, 10, 1, 9, 15, 7, 3, 12, 11, 12, 5, 12, 10, 17, 10)","(84, 189, 101, 116, 180, 59, 22, 185, 103, 165, 47, 59, 98, 178, 57)"
10,7,"(13, 5, 2, 7, 12, 14, 9, 1, 10, 6, 4, 8)","(3, 18, 15, 14, 13, 19, 6, 13, 10, 8, 17, 11)","(126, 95, 10, 81, 96, 42, 173, 177, 29, 78, 167, 75)"
11,0,"(2, 0, 12, 3, 13, 14, 10, 11, 5, 9, 4)","(3, 11, 20, 18, 6, 2, 15, 7, 15, 5, 13)","(107, 35, 16, 83, 33, 28, 71, 162, 200, 106, 13)"
11,1,"(0, 7, 8, 5, 10, 4, 11, 13, 1, 12)","(20, 3, 9, 20, 2, 17, 19, 17, 7, 4)","(23, 190, 55, 48, 199, 124, 66, 90, 159, 21)"
11,2,"(7, 4, 10, 9, 13, 11, 14, 3, 2, 5, 12, 6, 0, 8, 1)","(17, 4, 5, 15, 17, 20, 15, 3, 10, 8, 14, 9, 6, 10, 17)","(71, 29, 45, 99, 166, 43, 130, 60, 13, 83, 200, 136, 197, 82, 142)"
11,3,"(6, 14)","(16, 13)","(150, 167)"
11,4,"(4, 2, 6, 5, 3, 13, 8, 11, 0, 7, 1, 10)","(8, 13, 3, 14, 20, 20, 3, 2, 16, 5, 4, 3)","(56, 109, 124, 30, 178, 18, 66, 194, 18, 76, 140, 97)"
11,5,"(7,)","(3,)","(66,)"
11,6,"(12, 13, 6, 11, 5, 9, 4)","(14, 10, 19, 17, 14, 14, 20)","(191, 91, 70, 68, 112, 64, 138)"
