kind,task,machine_selectable,process_time,power
3,6,"(4, 8, 2, 7, 5, 9, 6, 0)","(19, 3, 10, 14, 10, 11, 5, 9)","(144, 124, 37, 83, 109, 189, 122, 176)"
3,7,"(2, 3, 8, 5, 4, 7, 9, 6)","(9, 12, 5, 4, 20, 10, 6, 4)","(36, 170, 97, 153, 83, 42, 69, 38)"
3,8,"(6, 3, 2, 8, 9, 7, 5, 1)","(20, 12, 18, 12, 19, 7, 1, 1)","(185, 160, 33, 87, 154, 122, 123, 12)"
4,0,"(6, 8, 9, 7, 4)","(20, 13, 9, 5, 8)","(142, 62, 151, 31, 26)"
4,1,"(9, 8)","(1, 6)","(20, 77)"
4,2,"(5, 7, 4, 3, 9)","(6, 6, 2, 20, 10)","(188, 33, 149, 13, 81)"
4,3,"(8, 3, 0, 7, 6, 5, 9, 2)","(12, 10, 9, 3, 1, 17, 2, 3)","(139, 41, 136, 97, 139, 25, 156, 38)"
4,4,"(0, 4)","(4, 15)","(152, 172)"
4,5,"(5, 6, 9, 1, 3, 2, 0, 7, 4)","(8, 3, 8, 6, 3, 5, 18, 15, 18)","(129, 126, 19, 25, 176, 95, 101, 17, 154)"
4,6,"(8, 3, 0, 1, 6, 5, 2, 4, 7)","(1, 1, 8, 12, 2, 2, 18, 14, 3)","(112, 170, 33, 108, 180, 50, 138, 49, 42)"
4,7,"(2, 6, 4, 7, 0, 8, 5, 9, 1, 3)","(8, 1, 18, 18, 4, 9, 7, 2, 15, 12)","(195, 80, 93, 112, 124, 160, 64, 142, 164, 165)"
4,8,"(1, 7, 4, 2, 6, 8, 5, 0)","(14, 17, 20, 2, 17, 3, 17, 16)","(133, 106, 160, 48, 32, 98, 15, 75)"
4,9,"(7,)","(19,)","(150,)"
5,0,"(5, 1, 0, 8, 9, 4, 6, 7)","(11, 9, 19, 20, 18, 1, 5, 14)","(164, 98, 111, 200, 34, 136, 81, 152)"
5,1,"(1, 4, 7)","(15, 8, 15)","(44, 176, 179)"
5,2,"(0, 7, 5, 8, 3, 1, 4)","(16, 13, 9, 10, 13, 11, 15)","(23, 51, 61, 177, 43, 110, 198)"
5,3,"(8, 9, 0, 6, 5, 3, 7, 4)","(19, 2, 4, 13, 19, 6, 6, 5)","(191, 97, 169, 111, 177, 45, 48, 65)"
5,4,"(4, 0, 8, 7, 6)","(11, 6, 10, 17, 19)","(127, 81, 78, 185, 115)"
5,5,"(0, 8, 5, 1, 9, 4, 2, 6, 3)","(8, 18, 2, 20, 2, 8, 11, 4, 13)","(188, 59, 52, 162, 128, 44, 192, 185, 94)"
5,6,"(3, 9)","(11, 7)","(10, 148)"
6,0,"(1, 9, 7, 3)","(10, 6, 16, 1)","(121, 66, 98, 168)"
6,1,"(1, 5, 7, 6, 9, 2)","(13, 13, 1, 20, 12, 13)","(132, 153, 168, 177, 73, 93)"
6,2,"(8, 3)","(15, 10)","(113, 59)"
6,3,"(1, 9, 0, 4)","(1, 19, 9, 17)","(178, 136, 57, 20)"
6,4,"(4, 5, 3, 1)","(3, 11, 15, 3)","(89, 51, 54, 120)"
6,5,"(4, 1, 6, 5)","(18, 5, 12, 18)","(23, 191, 111, 119)"
6,6,"(8,)","(5,)","(20,)"
6,7,"(0, 6)","(10, 4)","(27, 144)"
7,0,"(2, 3, 1, 7, 6, 9, 4, 0)","(7, 2, 14, 8, 3, 13, 13, 4)","(133, 33, 189, 87, 113, 179, 129, 134)"
7,1,"(3, 2, 5, 9, 0, 4, 8, 7)","(4, 6, 17, 19, 20, 17, 4, 9)","(151, 76, 79, 19, 171, 86, 61, 119)"
7,2,"(3, 1, 5, 7, 0, 4)","(18, 15, 4, 4, 9, 13)","(140, 192, 175, 92, 107, 92)"
7,3,"(8, 3, 9, 6, 7)","(4, 14, 11, 14, 15)","(127, 177, 21, 74, 147)"
7,4,"(2, 0, 1, 4, 7, 5, 6, 3, 8, 9)","(11, 14, 5, 20, 14, 3, 15, 12, 5, 14)","(89, 68, 57, 16, 101, 182, 141, 96, 178, 23)"
7,5,"(4, 0, 9, 7, 2, 6, 3, 5, 1)","(6, 1, 11, 16, 3, 19, 19, 16, 10)","(33, 108, 180, 199, 181, 123, 82, 37, 88)"
7,6,"(8, 9)","(12, 15)","(158, 96)"
7,7,"(7,)","(10,)","(180,)"
8,0,"(9, 2, 5, 3, 0)","(17, 8, 14, 2, 10)","(20, 118, 123, 68, 21)"
8,1,"(6, 8, 4, 2, 9, 0, 3, 7)","(9, 4, 3, 18, 11, 5, 5, 18)","(147, 35, 53, 76, 82, 29, 100, 159)"
8,2,"(0, 7, 9, 1, 4, 5, 3, 8)","(8, 16, 2, 17, 11, 4, 19, 3)","(170, 21, 89, 35, 28, 145, 95, 185)"
8,3,"(2, 7, 5, 9, 8, 0, 1, 6)","(13, 20, 15, 12, 7, 12, 8, 14)","(140, 120, 32, 75, 23, 85, 128, 91)"
8,4,"(2, 5, 1, 9, 7, 8, 6, 0)","(15, 19, 13, 11, 11, 2, 20, 3)","(186, 63, 198, 163, 87, 13, 47, 111)"
8,5,"(3, 4, 5, 1, 0)","(18, 8, 8, 10, 5)","(100, 102, 135, 180, 198)"
8,6,"(8, 9, 6, 7, 1, 3, 4, 2, 0, 5)","(13, 4, 7, 15, 4, 1, 11, 1, 19, 19)","(91, 66, 19, 58, 157, 194, 58, 172, 45, 129)"
8,7,"(8, 0, 7, 3, 4, 9, 2, 6, 5, 1)","(6, 11, 19, 13, 5, 7, 13, 8, 1, 1)","(27, 194, 55, 145, 165, 152, 116, 130, 53, 190)"
