machine,idle_power,breakdown_start,breakdown_end
6,6,2539,2552
6,6,2781,2783
6,6,2921,2924
6,6,3131,3155
6,6,3183,3184
6,6,3410,3414
6,6,3506,3518
6,6,3520,3523
6,6,3570,3579
6,6,4004,4004
6,6,4056,4067
6,6,4086,4087
6,6,4247,4247
6,6,4418,4419
6,6,4674,4682
6,6,4895,4908
7,9,63,71
7,9,83,136
7,9,174,182
7,9,356,356
7,9,406,438
7,9,503,518
7,9,655,663
7,9,1184,1187
7,9,1394,1424
7,9,1451,1469
7,9,1470,1481
7,9,1559,1565
7,9,1616,1634
7,9,1892,1899
7,9,1989,1993
7,9,2017,2020
7,9,2284,2296
7,9,2760,2788
7,9,2863,2864
7,9,2964,2967
7,9,3150,3163
7,9,3406,3411
7,9,3525,3536
7,9,3574,3583
7,9,3626,3626
7,9,4207,4210
7,9,4219,4246
7,9,4385,4389
7,9,4436,4444
7,9,4481,4495
7,9,4738,4741
8,1,221,222
8,1,238,241
8,1,361,366
8,1,448,451
8,1,726,730
8,1,1238,1241
8,1,1325,1331
8,1,1351,1356
8,1,1897,1918
8,1,2313,2339
8,1,2970,3004
8,1,3240,3261
8,1,3369,3396
8,1,3519,3526
8,1,3852,3864
8,1,3983,3992
8,1,4058,4070
8,1,4157,4157
8,1,4234,4238
8,1,4414,4452
8,1,4479,4510
8,1,4626,4633
8,1,4748,4750
9,2,587,595
9,2,688,690
9,2,816,820
9,2,865,869
9,2,1045,1046
9,2,1056,1057
9,2,1074,1086
9,2,1126,1143
9,2,1346,1368
9,2,1371,1385
9,2,1447,1465
9,2,1524,1579
9,2,1679,1691
9,2,1898,1901
9,2,1914,1934
9,2,2226,2232
9,2,3141,3144
9,2,3326,3331
9,2,3398,3402
9,2,3411,3426
9,2,3570,3573
9,2,3716,3717
9,2,3831,3831
9,2,3920,3921
9,2,3960,3961
9,2,4070,4070
9,2,4154,4166
9,2,4183,4191
9,2,4205,4209
9,2,4460,4467
9,2,4486,4513
9,2,4562,4568
9,2,4653,4661
9,2,4920,4920
9,2,4953,4969
10,9,119,123
10,9,693,705
10,9,877,887
10,9,1157,1163
10,9,1280,1295
10,9,1404,1411
10,9,1450,1455
10,9,1511,1539
10,9,2763,2774
10,9,2885,2889
10,9,3030,3032
10,9,3215,3244
10,9,3537,3537
10,9,3579,3584
10,9,3739,3761
10,9,3869,3871
10,9,4013,4024
10,9,4141,4142
10,9,4168,4172
10,9,4283,4283
10,9,4326,4334
10,9,4438,4450
10,9,4773,4774
11,9,125,132
11,9,152,158
11,9,405,413
11,9,710,735
11,9,828,833
11,9,1072,1075
11,9,1263,1271
11,9,1353,1389
11,9,1657,1675
11,9,1771,1781
11,9,2047,2051
11,9,2112,2113
11,9,2186,2188
11,9,2406,2408
11,9,2476,2478
11,9,2708,2708
11,9,3907,3907
11,9,3908,3911
11,9,4137,4142
11,9,4830,4848
11,9,4885,4911
11,9,4924,4932
11,9,4936,4968
12,6,56,66
12,6,183,193
12,6,213,231
12,6,270,272
12,6,303,330
12,6,1032,1033
12,6,1265,1273
12,6,1680,1700
12,6,1845,1845
12,6,1981,1983
12,6,2043,2044
12,6,2106,2120
12,6,2264,2270
12,6,2285,2288
12,6,2367,2369
12,6,2950,2972
12,6,3064,3078
12,6,3161,3163
12,6,3231,3232
12,6,3605,3608
12,6,3697,3697
12,6,3795,3801
12,6,3865,3867
12,6,3965,3966
12,6,4383,4387
12,6,4682,4682
12,6,4979,4985
13,1,35,40
13,1,252,266
13,1,335,356
13,1,479,500
13,1,717,718
13,1,741,760
13,1,854,856
13,1,911,912
13,1,1603,1604
13,1,2312,2334
13,1,2749,2759
13,1,2917,2925
13,1,3156,3157
13,1,3380,3383
13,1,3446,3448
13,1,3691,3700
13,1,3719,3721
13,1,4163,4163
13,1,4350,4358
13,1,4430,4459
13,1,4794,4816
13,1,4871,4871
14,4,7,16
14,4,58,74
14,4,308,315
14,4,587,592
14,4,643,650
14,4,1012,1018
14,4,1564,1599
14,4,1736,1737
14,4,1888,1894
14,4,2063,2089
14,4,2197,2213
14,4,2261,2281
14,4,2417,2418
14,4,2569,2572
14,4,2608,2623
14,4,2968,2971
14,4,3176,3177
14,4,3269,3290
14,4,3857,3857
14,4,4154,4166
14,4,4298,4309
15,4,115,124
15,4,128,135
15,4,633,639
15,4,813,819
15,4,1053,1056
15,4,1143,1151
15,4,1245,1249
15,4,1384,1392
15,4,1466,1505
15,4,1763,1767
15,4,1921,1921
15,4,2137,2138
15,4,2193,2198
15,4,2235,2237
15,4,2310,2313
15,4,2444,2462
15,4,2647,2656
15,4,2704,2704
15,4,2895,2917
15,4,3095,3110
15,4,3222,3233
15,4,3331,3347
15,4,3378,3388
15,4,3485,3489
15,4,3539,3542
15,4,3616,3629
15,4,3634,3636
15,4,3644,3681
15,4,3720,3726
15,4,3835,3835
15,4,3933,3961
15,4,4224,4232
15,4,4232,4234
16,2,296,321
16,2,536,551
16,2,970,991
16,2,1021,1028
16,2,1377,1394
16,2,1608,1621
16,2,1920,1934
16,2,2077,2098
16,2,2149,2162
16,2,2166,2174
16,2,2285,2293
16,2,2444,2444
16,2,2549,2562
16,2,2679,2680
16,2,2705,2718
16,2,2795,2796
16,2,3074,3084
16,2,3153,3161
16,2,3418,3421
16,2,3543,3552
16,2,3763,3763
16,2,4508,4551
16,2,4916,4931
17,9,328,333
17,9,641,660
17,9,749,754
17,9,930,930
17,9,1032,1035
17,9,1160,1165
17,9,1372,1409
17,9,1538,1557
17,9,1619,1623
17,9,1634,1644
17,9,1796,1800
17,9,1938,1958
17,9,2105,2106
17,9,2299,2306
17,9,2306,2312
17,9,2502,2520
17,9,2949,2956
17,9,2972,2978
17,9,3000,3001
17,9,3003,3008
17,9,3271,3272
17,9,3323,3334
17,9,3674,3682
17,9,3697,3699
17,9,4002,4009
17,9,4381,4392
17,9,4423,4435
17,9,4792,4794
18,4,217,243
18,4,617,619
18,4,635,641
18,4,702,706
18,4,756,777
18,4,836,838
18,4,1325,1327
18,4,1424,1426
18,4,1583,1588
18,4,1662,1662
18,4,1904,1905
18,4,1929,1935
18,4,1983,1991
18,4,2168,2173
18,4,2284,2287
18,4,2416,2422
18,4,2497,2507
18,4,2783,2798
18,4,3087,3087
18,4,3121,3121
18,4,3138,3138
18,4,3615,3620
18,4,3778,3779
18,4,4037,4041
18,4,4076,4081
18,4,4144,4152
18,4,4164,4183
18,4,4599,4614
18,4,4861,4867
19,1,13,35
19,1,362,363
19,1,533,544
19,1,831,838
19,1,846,853
19,1,898,908
19,1,930,973
19,1,1060,1064
19,1,1401,1403
19,1,1442,1446
19,1,1460,1466
19,1,1626,1640
19,1,1959,1960
19,1,2141,2146
19,1,2344,2349
19,1,2363,2372
19,1,2379,2385
19,1,2432,2485
19,1,2581,2587
19,1,2588,2609
19,1,2701,2701
19,1,3126,3131
19,1,3463,3470
19,1,3758,3775
19,1,3789,3795
19,1,3812,3820
19,1,4002,4022
19,1,4048,4063
19,1,4173,4173
19,1,4482,4485
19,1,4528,4529
19,1,4625,4629
19,1,4653,4657
19,1,4978,4982
