kind,task,machine_selectable,process_time,power
7,1,"(9, 4, 10)","(9, 4, 6)","(101, 171, 200)"
7,2,"(2, 18, 16, 19, 3, 13, 7, 17, 5, 15, 12, 8, 0, 6, 1)","(10, 12, 6, 11, 19, 15, 20, 11, 1, 13, 12, 15, 5, 1, 5)","(125, 62, 44, 147, 125, 38, 50, 59, 128, 124, 96, 95, 82, 49, 90)"
7,3,"(5, 3, 12, 18, 6, 17, 13, 10)","(12, 20, 12, 1, 19, 5, 20, 11)","(146, 62, 101, 166, 160, 45, 66, 72)"
7,4,"(7, 11, 18, 5, 0, 13, 2)","(8, 14, 17, 8, 19, 2, 11)","(112, 138, 43, 122, 55, 17, 67)"
7,5,"(9, 12, 19, 7, 11, 2, 6, 16, 17, 13, 1, 3, 8, 18)","(9, 12, 1, 14, 5, 19, 10, 18, 10, 2, 6, 10, 15, 6)","(48, 88, 119, 86, 10, 24, 142, 81, 95, 130, 196, 94, 112, 33)"
7,6,"(7, 6, 19, 10, 1, 16, 14, 17, 3, 9, 15, 5, 11, 4, 2, 8)","(13, 1, 18, 15, 2, 5, 11, 2, 5, 2, 3, 15, 12, 9, 3, 5)","(61, 171, 39, 182, 106, 51, 94, 139, 121, 198, 82, 84, 120, 22, 51, 198)"
7,7,"(17,)","(2,)","(200,)"
8,0,"(19, 7, 1, 0, 4, 5, 14, 6, 9, 17, 11, 3, 18, 13)","(19, 4, 12, 4, 19, 4, 3, 3, 3, 4, 1, 20, 5, 3)","(93, 188, 42, 26, 63, 19, 98, 108, 76, 148, 25, 122, 43, 153)"
8,1,"(9, 0, 18, 12, 19, 14, 15, 13, 1, 3, 17, 16, 11, 4, 10, 6, 8, 5, 2, 7)","(5, 10, 3, 13, 12, 18, 9, 4, 7, 4, 17, 17, 1, 1, 2, 3, 3, 19, 7, 16)","(36, 60, 116, 82, 154, 30, 74, 118, 114, 99, 26, 83, 140, 38, 10, 187, 112, 11, 176, 25)"
8,2,"(17, 7, 9, 10, 1, 8, 18, 5, 12)","(20, 15, 12, 18, 2, 8, 17, 14, 17)","(91, 80, 64, 141, 42, 11, 179, 92, 33)"
8,3,"(15, 14, 18, 11, 10, 8, 4, 3, 5, 19, 6)","(7, 3, 20, 10, 11, 9, 17, 8, 8, 11, 4)","(192, 58, 133, 167, 63, 144, 158, 89, 97, 188, 140)"
8,4,"(5, 14, 2, 8, 0, 16, 10, 19, 4, 6, 13, 1)","(8, 7, 17, 13, 14, 17, 15, 4, 8, 20, 7, 9)","(98, 98, 165, 84, 167, 144, 151, 133, 86, 49, 78, 79)"
8,5,"(16,)","(16,)","(51,)"
8,6,"(14, 12, 0, 19, 3, 10, 11, 8)","(1, 20, 6, 2, 1, 11, 7, 2)","(138, 177, 54, 44, 78, 198, 158, 43)"
8,7,"(6, 11, 15, 8, 1)","(12, 12, 6, 13, 15)","(130, 10, 37, 82, 79)"
8,8,"(17, 15, 0, 9, 16, 14, 2, 8, 19, 4, 13, 7, 3, 11, 10, 1, 5, 12, 18)","(2, 15, 7, 17, 5, 3, 7, 18, 9, 1, 7, 19, 17, 9, 1, 7, 7, 11, 10)","(162, 90, 68, 141, 169, 43, 102, 116, 143, 135, 141, 147, 182, 149, 61, 61, 41, 185, 141)"
8,9,"(6, 12, 4, 2, 19, 14, 0, 18, 5, 16, 1, 11, 13, 15, 3, 7, 9, 17, 10)","(6, 16, 4, 17, 11, 17, 17, 2, 16, 8, 2, 10, 20, 4, 7, 4, 9, 16, 1)","(58, 113, 15, 14, 107, 138, 132, 66, 148, 43, 158, 151, 103, 70, 42, 181, 186, 179, 136)"
9,0,"(17, 1, 0, 12, 10, 14, 19, 18, 5, 9, 11, 8, 7)","(12, 7, 13, 1, 10, 3, 6, 11, 14, 13, 20, 5, 20)","(35, 98, 54, 91, 59, 129, 174, 108, 46, 136, 195, 100, 143)"
9,1,"(1, 17, 9, 14, 5, 19, 0, 7, 15, 11, 12)","(10, 19, 16, 2, 5, 12, 19, 13, 7, 13, 12)","(193, 168, 111, 162, 54, 188, 155, 198, 17, 117, 153)"
9,2,"(16, 12, 17, 1, 13, 3, 6, 19, 11, 15, 8, 5, 10, 2, 4)","(9, 12, 1, 8, 14, 19, 11, 3, 1, 16, 3, 15, 14, 7, 15)","(93, 173, 36, 101, 136, 45, 135, 78, 95, 65, 138, 199, 67, 66, 10)"
9,3,"(3, 17, 6, 10, 11, 7, 0, 9, 2, 14, 4, 8, 1, 19, 12, 18, 15, 16)","(17, 3, 11, 17, 20, 3, 14, 11, 17, 6, 8, 4, 10, 17, 18, 10, 10, 13)","(67, 90, 176, 94, 52, 178, 153, 183, 189, 20, 106, 79, 112, 128, 107, 115, 56, 88)"
9,4,"(1, 7, 14, 11, 17, 15, 5, 8, 12)","(11, 10, 3, 17, 2, 7, 8, 19, 5)","(86, 94, 11, 124, 10, 131, 94, 29, 34)"
9,5,"(0, 1, 5, 18, 14, 15, 13, 4, 10, 3, 6)","(4, 2, 15, 7, 4, 16, 3, 6, 8, 1, 18)","(134, 168, 176, 138, 165, 87, 166, 160, 169, 61, 115)"
9,6,"(0, 4, 9, 7, 12, 18, 2, 10, 8, 1, 15, 6, 14, 3, 11, 5)","(20, 10, 3, 20, 12, 5, 10, 14, 13, 12, 17, 3, 3, 14, 18, 6)","(129, 134, 81, 141, 133, 106, 90, 12, 79, 21, 72, 56, 93, 77, 69, 192)"
9,7,"(5, 1, 0, 11, 2, 19, 15, 18, 13, 12, 8, 9, 17, 7, 4, 3, 14, 6)","(6, 14, 10, 18, 17, 18, 18, 8, 4, 11, 4, 5, 4, 10, 11, 4, 6, 10)","(35, 125, 129, 66, 118, 177, 87, 33, 99, 156, 194, 114, 169, 29, 174, 138, 165, 33)"
9,8,"(7, 17, 3, 0, 15, 4, 18, 14, 16, 9, 5, 13, 12, 10)","(20, 11, 9, 3, 12, 6, 20, 12, 9, 14, 10, 17, 9, 20)","(38, 73, 99, 39, 96, 145, 82, 36, 150, 161, 118, 119, 89, 134)"
9,9,"(13, 17, 0)","(19, 4, 11)","(48, 184, 198)"
10,0,"(1, 7, 3, 9, 10, 4, 14, 11, 12, 0, 15, 8, 13)","(6, 11, 4, 20, 11, 4, 6, 14, 4, 16, 19, 20, 4)","(24, 146, 130, 101, 98, 139, 41, 88, 131, 36, 78, 40, 199)"
10,1,"(5, 19)","(12, 4)","(21, 132)"
10,2,"(7, 15, 0, 9, 14, 13, 17, 18, 19, 2, 4, 1, 8, 6, 11)","(4, 17, 11, 1, 14, 11, 12, 13, 2, 17, 10, 18, 2, 3, 20)","(34, 86, 149, 69, 88, 129, 100, 166, 58, 50, 15, 60, 78, 33, 124)"
10,3,"(2, 5, 9, 13, 12, 8, 1, 6, 16, 3, 15, 10, 18, 14, 0, 11, 19, 17, 4)","(14, 5, 19, 5, 2, 12, 10, 9, 12, 12, 3, 18, 17, 14, 5, 5, 3, 19, 1)","(146, 41, 60, 88, 134, 64, 82, 179, 56, 18, 57, 104, 144, 93, 188, 95, 17, 16, 77)"
10,4,"(7, 13, 12, 3, 15, 4)","(3, 18, 12, 9, 6, 11)","(142, 112, 102, 62, 65, 21)"
10,5,"(19, 11, 3, 10, 13, 6, 12, 15, 4, 5, 16, 17, 14, 8)","(17, 19, 1, 16, 10, 14, 11, 11, 2, 17, 11, 13, 5, 5)","(175, 155, 64, 27, 52, 94, 89, 107, 36, 47, 79, 192, 87, 40)"
10,6,"(0, 17, 19, 14)","(2, 17, 20, 11)","(30, 91, 168, 86)"
10,7,"(6, 4, 14, 0, 9, 11, 17, 16, 10, 3, 2, 15, 18)","(5, 12, 15, 20, 20, 20, 5, 7, 5, 19, 11, 19, 13)","(60, 131, 36, 103, 54, 45, 91, 169, 139, 106, 10, 52, 14)"
