machine,idle_power,breakdown_start,breakdown_end
12,4,2053,2053
12,4,2130,2136
12,4,2152,2161
12,4,2366,2385
12,4,2394,2413
12,4,2518,2570
12,4,2971,2978
12,4,3072,3082
12,4,3345,3350
12,4,3763,3769
12,4,3858,3870
12,4,3950,3961
12,4,4056,4057
12,4,4140,4148
12,4,4533,4539
12,4,4891,4891
13,8,61,71
13,8,91,111
13,8,548,549
13,8,562,573
13,8,654,672
13,8,832,847
13,8,1251,1257
13,8,1381,1385
13,8,1532,1533
13,8,1618,1622
13,8,2221,2224
13,8,2325,2334
13,8,2467,2473
13,8,2715,2716
13,8,3053,3056
13,8,3063,3066
13,8,3261,3280
13,8,3307,3310
13,8,3482,3483
13,8,3531,3536
13,8,3574,3578
13,8,3912,3939
13,8,4429,4438
13,8,4538,4542
13,8,4569,4570
13,8,4693,4694
13,8,4736,4746
13,8,4751,4758
13,8,4794,4795
13,8,4986,4987
13,8,4989,4995
14,1,406,426
14,1,1044,1061
14,1,1437,1455
14,1,1526,1539
14,1,1567,1572
14,1,1757,1758
14,1,1811,1821
14,1,2214,2215
14,1,2429,2436
14,1,2601,2610
14,1,3214,3221
14,1,3269,3274
14,1,3839,3848
14,1,4141,4159
14,1,4408,4413
14,1,4591,4609
14,1,4680,4683
14,1,4753,4761
14,1,4769,4781
14,1,4881,4902
15,1,44,45
15,1,266,278
15,1,515,540
15,1,733,737
15,1,883,884
15,1,1026,1033
15,1,1079,1082
15,1,1158,1166
15,1,1382,1395
15,1,1503,1508
15,1,1747,1763
15,1,1852,1853
15,1,1903,1906
15,1,1912,1923
15,1,1945,1971
15,1,2470,2473
15,1,2632,2638
15,1,2735,2753
15,1,2883,2890
15,1,3287,3290
15,1,3497,3500
15,1,3944,3955
15,1,4180,4193
15,1,4272,4280
15,1,4647,4651
15,1,4953,4965
16,8,24,32
16,8,199,204
16,8,232,250
16,8,476,487
16,8,612,617
16,8,641,642
16,8,830,843
16,8,892,898
16,8,1248,1250
16,8,1488,1499
16,8,1777,1777
16,8,1885,1888
16,8,2326,2328
16,8,2661,2662
16,8,2664,2670
16,8,2689,2702
16,8,2826,2830
16,8,2972,2973
16,8,3086,3088
16,8,3375,3376
16,8,3390,3395
16,8,3464,3478
16,8,3611,3613
16,8,3635,3637
16,8,3745,3749
16,8,3793,3795
16,8,3874,3874
16,8,3906,3917
16,8,4149,4152
16,8,4225,4236
16,8,4567,4584
16,8,4942,4946
17,1,20,22
17,1,86,96
17,1,184,184
17,1,421,430
17,1,785,787
17,1,1289,1296
17,1,1750,1753
17,1,2011,2024
17,1,2207,2208
17,1,2317,2317
17,1,2445,2454
17,1,2484,2487
17,1,2728,2736
17,1,2767,2773
17,1,2799,2811
17,1,3023,3024
17,1,3450,3451
17,1,3907,3927
17,1,4569,4588
17,1,4805,4812
18,7,237,242
18,7,397,435
18,7,745,746
18,7,835,850
18,7,882,893
18,7,1004,1019
18,7,1117,1136
18,7,1462,1475
18,7,1538,1585
18,7,1775,1775
18,7,1848,1888
18,7,1984,1994
18,7,2451,2451
18,7,2673,2674
18,7,2769,2774
18,7,2791,2793
18,7,2802,2818
18,7,3338,3343
18,7,3766,3772
18,7,3958,3959
18,7,4050,4052
18,7,4160,4163
18,7,4517,4519
18,7,4653,4686
18,7,4743,4776
18,7,4936,4946
19,6,70,99
19,6,195,200
19,6,541,547
19,6,895,902
19,6,904,906
19,6,1187,1189
19,6,1340,1344
19,6,1747,1767
19,6,1816,1831
19,6,1898,1912
19,6,2198,2228
19,6,2231,2251
19,6,2283,2300
19,6,2356,2356
19,6,2779,2793
19,6,3596,3625
19,6,3782,3792
19,6,4249,4280
19,6,4485,4490
19,6,4621,4626
19,6,4703,4712
