machine,idle_power,breakdown_start,breakdown_end
8,7,1774,1787
8,7,2603,2640
8,7,2947,2978
8,7,3243,3250
8,7,3433,3450
8,7,3558,3565
8,7,3634,3637
8,7,3761,3762
8,7,4101,4117
8,7,4141,4168
8,7,4210,4222
8,7,4361,4361
8,7,4685,4700
8,7,4858,4860
8,7,4911,4917
8,7,4951,4980
9,2,172,179
9,2,563,564
9,2,792,801
9,2,1017,1018
9,2,1182,1184
9,2,1497,1499
9,2,1501,1503
9,2,1573,1584
9,2,1695,1715
9,2,1774,1803
9,2,1852,1860
9,2,2262,2265
9,2,2779,2789
9,2,3001,3003
9,2,3172,3180
9,2,3198,3203
9,2,3340,3342
9,2,3356,3372
9,2,3431,3434
9,2,3708,3729
9,2,3867,3871
9,2,4385,4387
10,4,487,509
10,4,648,649
10,4,712,740
10,4,793,793
10,4,832,852
10,4,1751,1752
10,4,1756,1758
10,4,1972,1972
10,4,2310,2310
10,4,2405,2409
10,4,2852,2860
10,4,3291,3296
10,4,3411,3411
10,4,3476,3484
10,4,3700,3716
10,4,3775,3786
10,4,4284,4289
10,4,4298,4299
10,4,4342,4349
10,4,4408,4411
10,4,4421,4425
10,4,4554,4560
10,4,4743,4748
10,4,4928,4928
11,5,158,159
11,5,362,370
11,5,701,704
11,5,1398,1398
11,5,1551,1556
11,5,1687,1687
11,5,1746,1753
11,5,1827,1841
11,5,2074,2076
11,5,2287,2299
11,5,3121,3154
11,5,3164,3169
11,5,3177,3196
11,5,3465,3470
11,5,3562,3594
11,5,3802,3819
11,5,4016,4021
11,5,4050,4054
11,5,4082,4082
11,5,4099,4110
11,5,4635,4675
11,5,4784,4789
11,5,4889,4896
12,2,202,206
12,2,410,415
12,2,461,464
12,2,514,526
12,2,590,593
12,2,726,726
12,2,1060,1062
12,2,1478,1490
12,2,1688,1696
12,2,1698,1703
12,2,1751,1763
12,2,2136,2151
12,2,2177,2185
12,2,2467,2471
12,2,2477,2489
12,2,2729,2730
12,2,3116,3119
12,2,3206,3210
12,2,3490,3497
12,2,3661,3672
12,2,3776,3782
12,2,3782,3789
12,2,4030,4034
12,2,4052,4059
12,2,4240,4254
12,2,4531,4542
12,2,4571,4580
12,2,4736,4736
12,2,4749,4749
12,2,4936,4939
13,3,187,195
13,3,446,457
13,3,533,556
13,3,619,630
13,3,649,684
13,3,1056,1069
13,3,1223,1238
13,3,1493,1500
13,3,1634,1636
13,3,2137,2145
13,3,2810,2814
13,3,3359,3365
13,3,3884,3893
13,3,3958,3973
13,3,4065,4069
13,3,4513,4520
13,3,4814,4818
13,3,4861,4872
13,3,4935,4965
14,1,82,82
14,1,213,219
14,1,859,860
14,1,1090,1091
14,1,1138,1138
14,1,1225,1237
14,1,1317,1328
14,1,1490,1497
14,1,1688,1688
14,1,1832,1837
14,1,1949,1958
14,1,1996,2001
14,1,2030,2034
14,1,2045,2060
14,1,2094,2094
14,1,2247,2247
14,1,2357,2363
14,1,2453,2462
14,1,2731,2733
14,1,2846,2861
14,1,3227,3234
14,1,3335,3339
14,1,3490,3490
14,1,3692,3697
14,1,4053,4065
14,1,4273,4279
14,1,4519,4523
14,1,4545,4556
14,1,4690,4699
14,1,4704,4711
14,1,4917,4924
14,1,4935,4958
