kind,task,machine_selectable,process_time,power
8,6,"(6, 5, 3, 4, 1, 7, 9, 8)","(9, 18, 12, 18, 8, 7, 9, 20)","(87, 197, 154, 192, 46, 102, 103, 171)"
9,0,"(1, 3, 6)","(2, 5, 11)","(14, 94, 155)"
9,1,"(3, 4, 9, 5)","(17, 6, 10, 10)","(47, 176, 126, 27)"
9,2,"(9, 5, 6, 2, 4, 7, 1)","(17, 3, 7, 3, 3, 19, 19)","(120, 99, 14, 19, 20, 131, 76)"
9,3,"(4, 1, 5, 6, 3, 2, 8, 7)","(5, 3, 5, 20, 13, 15, 14, 2)","(59, 55, 52, 38, 122, 112, 132, 67)"
9,4,"(9, 1, 7, 8, 3, 5, 6, 2)","(18, 11, 15, 14, 10, 9, 14, 6)","(72, 170, 99, 13, 115, 84, 157, 188)"
10,0,"(6, 0, 1, 5, 3, 9, 7)","(12, 7, 14, 2, 16, 13, 16)","(70, 67, 10, 198, 29, 83, 74)"
10,1,"(8, 9, 2, 7, 6, 4, 0)","(6, 15, 11, 7, 16, 3, 17)","(150, 145, 41, 192, 60, 26, 146)"
10,2,"(9, 7, 1, 2, 3, 8, 0, 4, 6, 5)","(10, 15, 15, 2, 14, 19, 17, 13, 5, 19)","(49, 34, 63, 12, 164, 126, 180, 158, 156, 195)"
10,3,"(1, 9, 5, 2, 8, 3, 4, 0, 6)","(7, 16, 8, 14, 1, 4, 6, 9, 19)","(50, 105, 70, 133, 15, 79, 55, 93, 179)"
10,4,"(9, 5, 8, 0)","(17, 13, 7, 10)","(99, 183, 99, 137)"
10,5,"(5, 2, 1, 9, 4, 6)","(8, 19, 11, 4, 14, 4)","(117, 81, 115, 90, 69, 132)"
10,6,"(1, 7, 9, 6, 2, 5)","(13, 9, 12, 20, 10, 12)","(119, 109, 44, 139, 55, 40)"
10,7,"(6, 1, 5, 2, 9, 3)","(3, 18, 19, 4, 16, 17)","(170, 22, 179, 80, 135, 180)"
10,8,"(6, 3, 8, 2, 9, 4)","(18, 9, 17, 1, 9, 7)","(168, 153, 18, 55, 190, 127)"
11,0,"(0, 2, 7, 4, 6, 3, 8, 9, 5)","(11, 17, 8, 12, 20, 12, 2, 7, 7)","(41, 65, 153, 169, 152, 36, 142, 114, 117)"
11,1,"(1, 8)","(6, 7)","(41, 75)"
11,2,"(7, 1, 8, 0, 5, 3, 9, 4, 2, 6)","(7, 18, 13, 3, 12, 2, 9, 5, 20, 10)","(40, 169, 27, 189, 186, 78, 84, 66, 14, 16)"
11,3,"(4, 2, 0, 6, 1, 9, 3, 5, 8, 7)","(17, 15, 6, 3, 18, 17, 8, 5, 13, 18)","(45, 144, 93, 126, 96, 84, 99, 73, 48, 36)"
11,4,"(6, 2, 0, 3, 8, 4, 7, 9)","(5, 6, 16, 6, 6, 16, 12, 16)","(159, 15, 25, 182, 138, 28, 153, 11)"
11,5,"(6, 8, 9, 1, 0, 4, 7, 2, 3)","(19, 1, 15, 20, 3, 10, 11, 5, 17)","(143, 49, 97, 48, 130, 125, 60, 16, 34)"
12,0,"(9, 0, 4, 3, 8, 6, 5, 1, 7)","(8, 14, 17, 7, 7, 6, 12, 19, 17)","(52, 155, 65, 49, 134, 190, 68, 147, 157)"
12,1,"(3, 6, 0, 9, 2, 8, 4, 5, 1)","(5, 20, 14, 16, 13, 10, 8, 3, 2)","(94, 22, 27, 153, 37, 115, 178, 77, 36)"
12,2,"(1, 5, 7)","(4, 5, 7)","(76, 171, 23)"
12,3,"(8, 4, 9)","(9, 5, 4)","(185, 97, 13)"
12,4,"(3,)","(20,)","(147,)"
12,5,"(3, 4, 5, 0, 9, 6, 7, 2, 8, 1)","(4, 17, 13, 6, 12, 2, 3, 19, 8, 16)","(26, 144, 133, 168, 190, 179, 136, 29, 101, 124)"
12,6,"(6, 1, 7, 0, 8, 5)","(6, 13, 8, 19, 12, 17)","(103, 159, 120, 194, 64, 190)"
13,0,"(4, 9, 0)","(19, 7, 6)","(200, 147, 62)"
13,1,"(1, 6)","(15, 17)","(150, 51)"
13,2,"(0,)","(18,)","(122,)"
13,3,"(8, 3, 2, 9)","(8, 11, 4, 19)","(102, 109, 32, 112)"
13,4,"(2, 3, 4, 6)","(11, 19, 5, 19)","(197, 38, 92, 159)"
13,5,"(6, 0, 4, 9, 1, 7, 8, 3, 5)","(6, 18, 14, 2, 15, 20, 8, 17, 15)","(22, 86, 33, 200, 165, 98, 94, 97, 97)"
13,6,"(5, 7, 9, 6, 1, 3, 4, 2, 8, 0)","(3, 16, 13, 16, 15, 11, 4, 17, 13, 8)","(132, 132, 138, 133, 142, 113, 102, 70, 138, 195)"
13,7,"(0, 3, 1, 4, 6, 8, 7, 9, 5, 2)","(1, 3, 18, 18, 19, 4, 4, 7, 16, 16)","(83, 152, 120, 127, 54, 86, 156, 88, 192, 26)"
13,8,"(7, 3, 2, 5, 4, 6, 9)","(13, 6, 4, 8, 16, 11, 5)","(175, 43, 188, 186, 156, 177, 46)"
13,9,"(3, 5, 1, 8, 4, 6, 7, 2)","(17, 2, 12, 2, 16, 1, 20, 6)","(50, 20, 32, 11, 196, 173, 151, 66)"
