kind,task,machine_selectable,process_time,power
9,5,"(0, 1, 5, 9, 7, 3, 6, 2, 8, 4)","(7, 5, 1, 2, 9, 9, 13, 12, 14, 8)","(151, 115, 56, 53, 71, 26, 157, 197, 174, 50)"
9,6,"(5, 3, 2, 7, 4, 6, 8, 9)","(12, 6, 9, 15, 12, 4, 4, 17)","(196, 185, 166, 102, 44, 37, 138, 75)"
10,0,"(6, 9, 0)","(6, 2, 12)","(187, 108, 25)"
10,1,"(0, 9, 5, 3, 4, 2, 8)","(20, 12, 2, 6, 2, 5, 19)","(185, 111, 47, 118, 49, 144, 136)"
10,2,"(8, 3, 0, 4, 5)","(15, 20, 6, 10, 9)","(126, 134, 184, 37, 14)"
10,3,"(1, 2, 7, 0, 5, 9, 6, 4, 3)","(6, 16, 6, 11, 11, 18, 2, 8, 15)","(148, 110, 63, 58, 186, 37, 67, 28, 120)"
10,4,"(3, 9, 8, 6)","(12, 18, 6, 3)","(187, 121, 19, 77)"
10,5,"(9, 8, 5, 2, 0, 7, 1, 6, 4)","(17, 8, 20, 17, 19, 15, 6, 6, 5)","(80, 11, 81, 191, 57, 106, 195, 10, 82)"
10,6,"(4, 5, 3, 8, 2, 0)","(12, 11, 19, 2, 6, 17)","(31, 183, 23, 87, 90, 25)"
10,7,"(4, 0, 6, 3, 5, 7)","(15, 5, 7, 17, 10, 12)","(93, 60, 139, 43, 51, 50)"
10,8,"(0, 1, 2, 3, 5)","(13, 13, 4, 12, 19)","(86, 199, 22, 109, 157)"
11,0,"(7,)","(10,)","(171,)"
11,1,"(4, 9)","(8, 19)","(167, 68)"
11,2,"(7, 5, 6, 9, 4, 8, 0, 2, 3)","(13, 12, 13, 16, 9, 8, 9, 16, 11)","(17, 130, 169, 182, 126, 179, 171, 108, 56)"
11,3,"(6, 5, 0, 4, 2, 7, 1, 3, 9)","(3, 10, 3, 4, 5, 14, 6, 6, 8)","(179, 186, 17, 80, 128, 120, 175, 173, 181)"
11,4,"(4, 6)","(4, 17)","(150, 28)"
11,5,"(4, 8)","(15, 17)","(190, 91)"
11,6,"(4, 2, 6, 9, 5, 0)","(10, 9, 16, 6, 4, 4)","(20, 57, 16, 191, 112, 173)"
11,7,"(1, 5, 6, 2, 8, 7, 4, 0)","(5, 6, 3, 17, 8, 10, 13, 19)","(42, 194, 102, 111, 38, 59, 135, 180)"
11,8,"(1, 0, 4, 8, 7, 3, 9, 2)","(5, 4, 12, 19, 13, 17, 17, 8)","(47, 119, 29, 67, 148, 65, 114, 192)"
12,0,"(5, 6, 2, 8, 0)","(18, 6, 20, 20, 12)","(31, 83, 190, 17, 144)"
12,1,"(1, 5, 3, 7, 0, 8, 4, 9, 2, 6)","(10, 18, 9, 1, 7, 3, 20, 16, 16, 19)","(71, 193, 32, 63, 144, 83, 56, 11, 106, 119)"
12,2,"(1, 5, 4)","(9, 1, 5)","(114, 196, 73)"
12,3,"(6, 2, 0, 8)","(2, 17, 3, 11)","(119, 59, 160, 138)"
12,4,"(2, 5)","(11, 20)","(14, 187)"
