machine,idle_power,breakdown_start,breakdown_end
9,1,2502,2506
9,1,3270,3310
9,1,3345,3362
9,1,3778,3782
9,1,3821,3821
9,1,4194,4197
9,1,4292,4293
9,1,4534,4537
9,1,4570,4586
9,1,4782,4787
9,1,4805,4806
9,1,4930,4943
10,2,705,720
10,2,773,781
10,2,811,811
10,2,886,892
10,2,917,936
10,2,1095,1104
10,2,1116,1119
10,2,1468,1479
10,2,1922,1924
10,2,2053,2080
10,2,2203,2203
10,2,2402,2418
10,2,2630,2631
10,2,2648,2663
10,2,2684,2684
10,2,2888,2888
10,2,3432,3434
10,2,3665,3668
10,2,3704,3707
10,2,3746,3748
10,2,3852,3853
10,2,4015,4044
10,2,4367,4376
10,2,4621,4622
10,2,4713,4719
10,2,4924,4930
11,7,111,124
11,7,143,158
11,7,500,502
11,7,551,558
11,7,597,617
11,7,1594,1613
11,7,1687,1693
11,7,1719,1729
11,7,1780,1793
11,7,1971,1976
11,7,2022,2047
11,7,2050,2050
11,7,2810,2825
11,7,3064,3068
11,7,3291,3300
11,7,3325,3327
11,7,3373,3393
11,7,3526,3561
11,7,3785,3786
11,7,4232,4241
11,7,4253,4255
11,7,4323,4328
11,7,4474,4490
11,7,4496,4499
11,7,4727,4731
12,7,35,36
12,7,573,586
12,7,591,598
12,7,840,842
12,7,874,895
12,7,920,931
12,7,1129,1138
12,7,1313,1328
12,7,1415,1430
12,7,1553,1567
12,7,1691,1692
12,7,1743,1747
12,7,1906,1911
12,7,1926,1930
12,7,2383,2383
12,7,2564,2567
12,7,2708,2712
12,7,2838,2857
12,7,2978,2978
12,7,3223,3225
12,7,3258,3266
12,7,3331,3353
12,7,3499,3508
12,7,3566,3566
12,7,4097,4100
12,7,4109,4118
12,7,4872,4875
13,7,53,80
13,7,122,131
13,7,1038,1038
13,7,1047,1060
13,7,1115,1126
13,7,1139,1158
13,7,1309,1320
13,7,1472,1473
13,7,1846,1851
13,7,2377,2408
13,7,2454,2456
13,7,2536,2537
13,7,2611,2615
13,7,2656,2661
13,7,3872,3911
13,7,3990,3996
13,7,4225,4228
13,7,4598,4603
13,7,4698,4708
13,7,4991,4996
14,7,54,59
14,7,279,281
14,7,483,507
14,7,959,962
14,7,1024,1026
14,7,1110,1114
14,7,1203,1203
14,7,1251,1260
14,7,1272,1273
14,7,1890,1913
14,7,2060,2060
14,7,2367,2370
14,7,2496,2500
14,7,2614,2618
14,7,2677,2699
14,7,2982,2983
14,7,3076,3081
14,7,3203,3220
14,7,3320,3351
14,7,3475,3475
14,7,3579,3580
14,7,3983,3988
14,7,4272,4288
14,7,4337,4339
14,7,4411,4420
14,7,4602,4603
15,3,40,40
15,3,248,265
15,3,370,377
15,3,672,681
15,3,981,986
15,3,1079,1090
15,3,1197,1212
15,3,1774,1796
15,3,1939,1947
15,3,2105,2106
15,3,2106,2108
15,3,2190,2201
15,3,2696,2698
15,3,2701,2711
15,3,2912,2915
15,3,3445,3452
15,3,3480,3500
15,3,4045,4053
15,3,4107,4112
15,3,4467,4477
15,3,4755,4760
15,3,4820,4827
15,3,4843,4849
16,6,348,350
16,6,652,653
16,6,851,857
16,6,1020,1085
16,6,1466,1467
16,6,1723,1735
16,6,1846,1848
16,6,1913,1914
16,6,2009,2011
16,6,2383,2385
16,6,2445,2457
16,6,2491,2502
16,6,2552,2555
16,6,2643,2645
16,6,2950,2953
16,6,3197,3201
16,6,3378,3379
16,6,3598,3602
16,6,3866,3869
16,6,3998,4001
16,6,4457,4467
16,6,4628,4639
16,6,4718,4731
16,6,4782,4790
16,6,4805,4805
17,7,326,343
17,7,409,421
17,7,1063,1069
17,7,1192,1228
17,7,1229,1230
17,7,1283,1304
17,7,1378,1386
17,7,1609,1614
17,7,2288,2289
17,7,2610,2615
17,7,2696,2705
17,7,2752,2758
17,7,2916,2933
17,7,2964,2967
17,7,3206,3214
17,7,3313,3332
17,7,3468,3474
17,7,3589,3617
17,7,3724,3727
17,7,4724,4735
17,7,4773,4803
17,7,4881,4916
18,8,83,99
18,8,103,103
18,8,211,239
18,8,838,848
18,8,910,944
18,8,1144,1176
18,8,1314,1328
18,8,1744,1748
18,8,2105,2120
18,8,2346,2347
18,8,2526,2531
18,8,2576,2596
18,8,2610,2618
18,8,2700,2732
18,8,2741,2741
18,8,3091,3092
18,8,3328,3328
18,8,3731,3745
18,8,3773,3786
18,8,4025,4025
18,8,4056,4078
18,8,4259,4279
18,8,4467,4468
18,8,4494,4506
18,8,4790,4794
18,8,4930,4933
19,7,25,49
19,7,511,516
19,7,529,538
19,7,854,863
19,7,1138,1153
19,7,1935,1947
19,7,2346,2360
19,7,2469,2471
19,7,2490,2493
19,7,2564,2580
19,7,2877,2880
19,7,3194,3200
19,7,3393,3396
19,7,3579,3587
19,7,3681,3682
19,7,3873,3883
19,7,3906,3906
19,7,3949,3959
19,7,4120,4121
19,7,4306,4320
19,7,4414,4430
19,7,4480,4483
19,7,4889,4903
19,7,4954,4957
