kind,task,machine_selectable,process_time,power
7,2,"(3, 1, 5, 14, 2, 8, 9, 4, 6, 18, 17, 13, 12, 15, 7, 0, 10, 16, 11, 19)","(14, 8, 17, 6, 15, 18, 20, 16, 7, 9, 19, 15, 14, 14, 18, 20, 5, 3, 19, 17)","(62, 67, 154, 36, 100, 132, 105, 171, 78, 153, 92, 111, 170, 35, 93, 91, 86, 119, 67, 76)"
7,3,"(13, 19, 17, 18, 11, 9)","(10, 17, 19, 20, 13, 14)","(15, 66, 119, 191, 58, 119)"
7,4,"(2, 13, 12, 11, 5, 7, 17, 15, 9, 16, 18, 4, 10, 19)","(17, 5, 14, 11, 5, 8, 20, 15, 16, 12, 17, 2, 10, 1)","(170, 24, 172, 189, 103, 107, 141, 186, 164, 70, 176, 91, 168, 69)"
7,5,"(7, 16, 4, 1, 0, 14, 8, 17, 19, 13, 11, 12, 9, 15, 2, 6, 18)","(8, 16, 3, 4, 7, 16, 18, 6, 15, 11, 10, 9, 9, 14, 6, 18, 1)","(127, 130, 124, 104, 119, 57, 13, 197, 163, 53, 129, 64, 96, 148, 197, 109, 33)"
7,6,"(17, 15, 14, 0, 2, 8, 11, 9, 19, 7, 4)","(9, 8, 5, 2, 11, 7, 6, 19, 4, 2, 1)","(196, 92, 107, 137, 59, 131, 68, 194, 192, 143, 68)"
8,0,"(15, 6, 3, 11, 18, 1, 16, 10, 0, 8)","(12, 12, 17, 11, 6, 3, 9, 10, 4, 16)","(136, 79, 199, 45, 103, 177, 197, 158, 157, 139)"
8,1,"(10, 13)","(11, 1)","(38, 184)"
8,2,"(19, 0, 7, 11, 1, 14, 5, 10, 16, 8, 17)","(6, 6, 10, 13, 14, 17, 1, 8, 17, 6, 15)","(38, 53, 137, 149, 157, 104, 24, 69, 25, 28, 114)"
8,3,"(9, 5, 10, 14, 15, 1, 13, 4, 3, 2, 18, 0, 16, 11, 19, 12)","(18, 20, 6, 14, 2, 15, 13, 5, 2, 2, 8, 7, 16, 17, 20, 6)","(26, 199, 27, 123, 198, 109, 143, 160, 78, 166, 187, 187, 128, 127, 101, 96)"
8,4,"(8, 16, 10, 18, 9, 5, 7, 4, 13, 0, 1, 15, 2, 11, 3, 17, 6)","(1, 20, 18, 6, 16, 16, 4, 16, 11, 9, 18, 20, 9, 18, 8, 15, 15)","(127, 131, 148, 29, 184, 188, 79, 182, 154, 117, 151, 98, 32, 107, 25, 40, 44)"
9,0,"(2, 0, 5, 18, 4, 15, 6, 14, 16, 3)","(4, 1, 18, 9, 6, 12, 13, 9, 1, 9)","(59, 174, 176, 53, 191, 116, 193, 179, 50, 198)"
9,1,"(9, 14, 6, 12, 16, 8, 1, 15, 10)","(12, 7, 4, 13, 17, 5, 10, 8, 18)","(136, 44, 59, 183, 178, 62, 139, 63, 85)"
9,2,"(4, 2, 18, 9, 19, 3, 16, 17)","(8, 10, 10, 10, 6, 18, 7, 12)","(182, 195, 122, 57, 118, 58, 102, 71)"
9,3,"(5, 2, 12, 19)","(11, 10, 12, 11)","(170, 152, 76, 92)"
9,4,"(3, 16, 19, 15, 14, 4, 0, 12, 7, 1, 9, 6, 18, 17, 11, 10, 5)","(12, 16, 3, 10, 20, 17, 8, 5, 10, 4, 5, 14, 20, 15, 4, 19, 11)","(154, 199, 181, 112, 13, 109, 86, 121, 78, 133, 173, 161, 39, 190, 28, 147, 140)"
9,5,"(4, 14, 3, 15, 2, 18, 12, 17, 8, 7, 1, 0, 6, 19, 13, 9)","(3, 2, 15, 3, 9, 13, 5, 17, 1, 19, 12, 12, 9, 10, 13, 6)","(134, 45, 45, 152, 36, 171, 52, 130, 181, 100, 107, 170, 135, 154, 189, 128)"
9,6,"(1, 9, 0, 12, 10, 11)","(10, 8, 18, 14, 1, 9)","(94, 198, 70, 36, 157, 84)"
9,7,"(3, 2, 12, 17, 10, 13, 14, 7, 4, 9, 16, 15)","(2, 9, 6, 18, 7, 9, 7, 12, 18, 6, 20, 6)","(114, 47, 161, 12, 86, 67, 29, 186, 66, 55, 145, 148)"
10,0,"(4, 10, 18, 6, 12, 8, 13, 5, 11, 17, 15)","(2, 2, 11, 4, 8, 15, 11, 8, 14, 7, 5)","(111, 117, 98, 94, 41, 68, 83, 104, 128, 28, 101)"
10,1,"(1, 5, 3, 6, 4, 7, 16, 8, 0, 11, 18, 19, 14, 15)","(12, 5, 14, 4, 9, 14, 18, 18, 4, 5, 11, 1, 18, 16)","(166, 115, 121, 74, 173, 113, 186, 131, 157, 153, 80, 101, 113, 111)"
10,2,"(9, 2, 3, 12, 7, 4, 19)","(7, 14, 4, 16, 2, 11, 11)","(44, 83, 46, 68, 190, 71, 86)"
10,3,"(4, 1, 6, 10, 12)","(14, 8, 13, 19, 15)","(177, 174, 69, 86, 47)"
10,4,"(10, 17, 1, 5, 18, 7, 0, 16, 9, 11, 13, 15, 4, 19, 3, 14, 8, 6, 2)","(18, 20, 16, 16, 16, 16, 17, 4, 9, 4, 8, 16, 4, 18, 1, 1, 7, 3, 8)","(191, 84, 99, 153, 126, 41, 64, 112, 19, 127, 158, 77, 58, 15, 188, 150, 38, 144, 171)"
10,5,"(18, 14, 7, 4, 16, 11, 12, 13, 3, 6, 10, 8, 17, 19, 15, 1)","(5, 5, 6, 2, 5, 18, 4, 9, 4, 6, 3, 18, 20, 13, 13, 20)","(74, 190, 138, 140, 67, 32, 132, 48, 15, 185, 190, 101, 69, 134, 76, 179)"
11,0,"(18, 3, 14, 16, 17, 19, 6, 2, 7, 12, 15, 10, 8, 0, 1, 5, 4, 9, 11, 13)","(8, 12, 7, 8, 4, 3, 10, 3, 11, 11, 1, 17, 18, 12, 16, 13, 13, 15, 10, 1)","(169, 145, 140, 194, 143, 89, 56, 180, 188, 163, 145, 54, 112, 104, 28, 75, 74, 51, 59, 90)"
11,1,"(11, 3, 6, 8, 13, 7, 9, 15)","(11, 10, 1, 16, 3, 14, 17, 10)","(36, 147, 139, 59, 21, 121, 50, 90)"
11,2,"(18, 11, 10, 3, 19, 17, 1, 13, 9, 2, 12, 15, 6, 0, 4)","(16, 2, 11, 14, 18, 2, 2, 20, 10, 15, 17, 17, 4, 18, 2)","(92, 115, 45, 18, 99, 140, 184, 200, 18, 10, 148, 88, 188, 30, 119)"
11,3,"(9, 1, 3, 12, 7, 10, 11, 15, 18, 17, 8, 0, 14, 16, 19, 4, 6, 2)","(19, 4, 15, 14, 5, 17, 8, 7, 18, 17, 15, 11, 18, 5, 13, 19, 19, 13)","(163, 159, 170, 149, 101, 50, 15, 64, 49, 87, 200, 31, 77, 116, 33, 80, 130, 164)"
11,4,"(4, 19, 12, 6, 13, 11, 16, 9, 2, 14, 3, 1, 7, 15)","(3, 12, 7, 8, 10, 19, 20, 2, 6, 15, 4, 19, 19, 10)","(114, 62, 82, 69, 106, 122, 168, 24, 40, 155, 119, 43, 70, 31)"
11,5,"(12, 15, 2, 9, 1, 11, 7, 13, 17, 4, 16, 14, 3, 0)","(4, 11, 17, 7, 10, 4, 17, 8, 7, 6, 17, 19, 13, 19)","(93, 86, 94, 64, 138, 43, 139, 153, 74, 39, 26, 187, 192, 136)"
11,6,"(4, 1, 14, 12, 17, 6, 8)","(7, 17, 15, 17, 10, 7, 13)","(63, 189, 181, 128, 168, 130, 103)"
11,7,"(17, 18, 1, 2, 14, 6, 13, 4)","(5, 12, 18, 16, 11, 15, 11, 20)","(164, 196, 121, 97, 148, 187, 53, 92)"
11,8,"(7, 16, 0, 13, 18, 11, 2, 5)","(1, 6, 17, 13, 16, 9, 15, 11)","(103, 38, 124, 156, 113, 131, 172, 156)"
11,9,"(15, 13, 14, 12, 3, 10, 8, 0, 4, 7, 6, 1, 16, 18, 19, 17)","(15, 10, 5, 6, 10, 10, 14, 10, 15, 7, 7, 17, 16, 9, 10, 8)","(79, 111, 81, 171, 192, 164, 80, 12, 34, 16, 154, 114, 109, 63, 193, 74)"
12,0,"(17, 15, 14, 10, 9, 6, 0, 5, 1, 2, 16, 13, 8, 19, 7, 11)","(9, 8, 8, 11, 2, 7, 18, 7, 14, 20, 10, 17, 3, 1, 18, 12)","(192, 107, 92, 18, 61, 30, 32, 83, 106, 186, 14, 158, 92, 177, 98, 72)"
12,1,"(14, 6, 3, 16, 2)","(8, 12, 15, 16, 4)","(19, 162, 126, 196, 200)"
12,2,"(10, 5, 12, 6, 14, 1, 9, 0, 19, 13, 2)","(1, 8, 11, 20, 9, 13, 7, 18, 16, 5, 18)","(149, 70, 85, 173, 21, 49, 95, 53, 186, 129, 113)"
12,3,"(18, 0, 13, 17, 11, 8, 3, 1, 14, 15, 19, 5)","(16, 17, 4, 8, 3, 1, 8, 19, 15, 5, 14, 20)","(47, 89, 40, 171, 194, 196, 11, 25, 28, 83, 159, 46)"
12,4,"(12, 14, 18, 4, 17, 10, 9, 13, 3, 6, 2, 1, 15)","(4, 17, 9, 15, 18, 13, 13, 17, 4, 5, 20, 20, 17)","(184, 181, 113, 176, 145, 120, 139, 114, 96, 30, 26, 139, 117)"
12,5,"(16, 8, 14, 1, 7, 12, 19, 9, 10)","(10, 10, 17, 18, 1, 11, 16, 6, 8)","(52, 44, 21, 163, 104, 151, 155, 146, 57)"
12,6,"(11, 10, 13, 0, 15, 6, 7, 4, 1, 17, 2)","(2, 16, 9, 2, 11, 1, 8, 16, 17, 12, 13)","(22, 98, 44, 187, 70, 175, 56, 179, 50, 42, 147)"
12,7,"(1, 18, 2, 0, 9, 12, 8, 6, 15)","(6, 19, 2, 7, 20, 17, 7, 15, 4)","(164, 185, 56, 24, 18, 172, 200, 66, 168)"
12,8,"(15, 13)","(4, 10)","(70, 112)"
