machine,idle_power,breakdown_start,breakdown_end
11,6,1352,1355
11,6,2241,2259
11,6,2402,2411
11,6,2731,2734
11,6,2769,2784
11,6,2825,2833
11,6,2835,2840
11,6,3110,3123
11,6,3140,3141
11,6,3234,3236
11,6,3442,3458
11,6,3559,3559
11,6,3855,3855
11,6,3874,3897
11,6,4121,4126
11,6,4822,4846
12,4,685,685
12,4,848,853
12,4,1128,1131
12,4,1180,1185
12,4,1556,1557
12,4,2058,2067
12,4,2068,2088
12,4,2454,2476
12,4,2479,2482
12,4,2835,2835
12,4,3626,3627
12,4,4467,4480
12,4,4486,4487
12,4,4557,4567
12,4,4618,4630
12,4,4802,4803
12,4,4991,4997
13,7,97,105
13,7,246,249
13,7,559,566
13,7,583,586
13,7,1147,1152
13,7,1434,1438
13,7,1533,1533
13,7,1828,1863
13,7,1979,1993
13,7,2093,2109
13,7,2111,2112
13,7,2315,2338
13,7,2792,2807
13,7,2957,2962
13,7,3101,3116
13,7,3247,3281
13,7,3576,3584
13,7,3797,3799
13,7,3970,3993
13,7,4535,4538
13,7,4977,4982
14,8,178,181
14,8,685,685
14,8,704,708
14,8,750,765
14,8,1416,1416
14,8,1556,1562
14,8,1863,1866
14,8,1883,1885
14,8,1997,2030
14,8,2114,2116
14,8,2275,2281
14,8,2291,2291
14,8,2392,2400
14,8,2673,2706
14,8,2717,2730
14,8,2825,2826
14,8,2839,2857
14,8,2940,2959
14,8,2969,2969
14,8,3073,3076
14,8,3082,3082
14,8,3254,3264
14,8,3660,3670
14,8,4126,4138
14,8,4629,4633
15,2,302,304
15,2,427,442
15,2,499,523
15,2,593,616
15,2,993,993
15,2,1738,1769
15,2,1952,1961
15,2,1997,2002
15,2,2636,2636
15,2,2741,2749
15,2,2902,2926
15,2,2959,2962
15,2,2969,2970
15,2,3011,3044
15,2,3054,3060
15,2,3258,3262
15,2,3411,3423
15,2,3688,3696
15,2,3856,3861
15,2,4945,4964
16,6,548,552
16,6,630,633
16,6,688,710
16,6,732,748
16,6,843,844
16,6,948,963
16,6,1375,1404
16,6,1478,1491
16,6,1727,1729
16,6,2316,2331
16,6,2445,2477
16,6,2529,2531
16,6,2997,3014
16,6,3328,3331
16,6,3802,3808
16,6,4395,4397
16,6,4810,4811
16,6,4873,4874
17,4,34,59
17,4,148,164
17,4,807,814
17,4,1067,1081
17,4,1236,1251
17,4,1272,1277
17,4,1385,1389
17,4,1702,1703
17,4,1879,1880
17,4,2007,2014
17,4,2041,2049
17,4,2053,2053
17,4,2269,2269
17,4,2596,2608
17,4,2766,2769
17,4,2810,2829
17,4,3172,3177
17,4,3314,3314
17,4,3452,3458
17,4,3651,3651
17,4,3930,3933
17,4,3986,4006
17,4,4393,4422
17,4,4534,4545
17,4,4571,4574
17,4,4704,4707
17,4,4740,4745
17,4,4950,4951
18,6,611,623
18,6,708,720
18,6,817,819
18,6,992,993
18,6,1039,1052
18,6,1238,1240
18,6,1270,1282
18,6,1294,1294
18,6,1482,1489
18,6,1598,1600
18,6,1646,1647
18,6,1713,1722
18,6,1830,1836
18,6,1840,1853
18,6,2114,2115
18,6,2265,2296
18,6,2886,2889
18,6,3198,3200
18,6,3278,3279
18,6,3352,3400
18,6,3404,3410
18,6,3414,3418
18,6,3493,3510
18,6,3740,3744
18,6,3760,3776
18,6,4087,4088
18,6,4551,4551
18,6,4729,4731
18,6,4840,4840
18,6,4874,4874
19,3,401,421
19,3,1293,1299
19,3,2024,2029
19,3,2046,2053
19,3,2271,2293
19,3,2435,2442
19,3,2469,2490
19,3,2768,2783
19,3,2804,2809
19,3,2952,2981
19,3,3322,3322
19,3,3713,3714
19,3,3870,3872
19,3,3896,3899
19,3,3923,3982
19,3,4076,4110
19,3,4313,4331
19,3,4419,4420
19,3,4610,4612
